ecomm_sale_id,week_start_date,item_id,fulfillment_center_id,channel,fulfillment_type,units_sold,units_returned,net_units,gross_sales,net_sales,cogs,gross_margin,shipping_revenue,shipping_cost,num_orders,avg_order_value
229,2024-01-07,738,FC008,App,Ship to Home,6,0,6,838.56,838.56,616.62,221.94,11.7,17.55,2,209.64
230,2024-01-07,535,FC010,App,Ship to Home,8,0,8,1357.68,1357.68,954.96,402.72,47.12,70.68,2,271.54
231,2024-01-07,653,,Website,Store Pickup,3,0,3,61.02,61.02,39.75,21.27,0.0,0.0,1,20.34
232,2024-01-07,936,,App,Curbside Pickup,14,1,13,1952.58,1813.11,1137.63,675.48,0.0,0.0,4,244.07
233,2024-01-07,241,FC008,Website,Ship to Home,4,0,4,294.0,294.0,212.12,81.88,2.36,3.54,2,147.0
234,2024-01-07,169,,App,Store Pickup,4,0,4,439.56,439.56,325.4,114.16,0.0,0.0,1,109.89
235,2024-01-07,250,,App,Store Pickup,7,0,7,56.14,56.14,43.96,12.18,0.0,0.0,1,8.02
236,2024-01-07,475,FC001,App,Ship to Home,6,0,6,25.92,25.92,18.42,7.5,48.0,72.0,3,5.18
237,2024-01-07,870,,Website,Same-Day Delivery,5,0,5,1079.8,1079.8,806.7,273.1,0.0,0.0,1,539.9
238,2024-01-07,280,FC002,App,Ship to Home,5,0,5,189.45,189.45,122.95,66.5,28.0,42.0,2,37.89
239,2024-01-07,393,,App,Curbside Pickup,3,0,3,221.61,221.61,176.76,44.85,0.0,0.0,1,73.87
240,2024-01-07,162,,Website,Curbside Pickup,4,0,4,1040.44,1040.44,732.28,308.16,0.0,0.0,1,1040.44
241,2024-01-07,962,,Website,Store Pickup,2,0,2,591.64,591.64,391.94,199.7,0.0,0.0,1,591.64
242,2024-01-07,858,FC002,Website,Ship to Home,5,0,5,371.9,371.9,266.4,105.5,12.05,18.08,1,185.95
243,2024-01-07,43,,Website,Same-Day Delivery,1,0,1,214.74,214.74,135.63,79.11,0.0,0.0,1,214.74
244,2024-01-07,715,,Website,Store Pickup,2,0,2,478.12,478.12,391.0,87.12,0.0,0.0,1,478.12
245,2024-01-07,299,,App,Curbside Pickup,6,0,6,946.5,946.5,665.58,280.92,0.0,0.0,3,157.75
246,2024-01-07,451,FC010,App,Ship to Home,5,0,5,1192.0,1192.0,980.25,211.75,9.8,14.7,1,596.0
247,2024-01-07,381,FC001,Website,Ship to Home,6,0,6,1149.6,1149.6,826.68,322.92,24.0,36.0,3,1149.6
248,2024-01-07,386,,App,Store Pickup,8,0,8,417.2,417.2,290.88,126.32,0.0,0.0,3,52.15
249,2024-01-07,491,,Website,Store Pickup,7,0,7,1364.09,1364.09,925.33,438.76,0.0,0.0,1,1364.09
250,2024-01-07,567,FC002,App,Ship to Home,3,0,3,642.78,642.78,419.52,223.26,16.080000000000002,24.12,1,642.78
251,2024-01-07,791,,Website,Store Pickup,5,0,5,1132.65,1132.65,766.25,366.4,0.0,0.0,1,1132.65
252,2024-01-07,384,,Website,Store Pickup,3,0,3,92.55,92.55,66.93,25.62,0.0,0.0,1,46.27
253,2024-01-07,949,,Website,Same-Day Delivery,6,0,6,654.54,654.54,536.88,117.66,0.0,0.0,2,109.09
254,2024-01-07,710,FC009,Website,Ship to Home,4,0,4,1113.16,1113.16,794.76,318.4,12.2,18.3,2,278.29
255,2024-01-07,907,FC002,Website,Ship to Home,3,0,3,83.28,83.28,63.09,20.19,24.93,37.39,1,41.64
256,2024-01-07,332,,App,Store Pickup,4,0,4,276.92,276.92,211.76,65.16,0.0,0.0,1,69.23
257,2024-01-07,970,FC002,App,Ship to Home,4,0,4,668.28,668.28,451.28,217.0,28.92,43.38,2,222.76
258,2024-01-07,807,,App,Curbside Pickup,6,0,6,48.42,48.42,33.54,14.88,0.0,0.0,3,9.68
259,2024-01-07,662,,App,Same-Day Delivery,6,0,6,1100.64,1100.64,714.78,385.86,0.0,0.0,1,183.44
260,2024-01-07,454,,App,Curbside Pickup,5,0,5,1114.6,1114.6,753.5,361.1,0.0,0.0,2,1114.6
261,2024-01-07,724,,Website,Same-Day Delivery,4,0,4,819.44,819.44,655.6,163.84,0.0,0.0,1,273.15
262,2024-01-07,986,,Website,Curbside Pickup,2,0,2,620.58,620.58,399.66,220.92,0.0,0.0,1,310.29
263,2024-01-07,137,FC008,Website,Ship to Home,5,0,5,28.35,28.35,21.4,6.95,31.95,47.92,1,9.45
264,2024-01-07,100,,App,Curbside Pickup,1,0,1,226.16,226.16,141.67,84.49,0.0,0.0,1,226.16
265,2024-01-07,836,,Website,Same-Day Delivery,5,0,5,515.65,515.65,398.85,116.8,0.0,0.0,1,257.82
266,2024-01-07,672,,Website,Same-Day Delivery,3,0,3,355.86,355.86,237.63,118.23,0.0,0.0,1,118.62
267,2024-01-07,631,,Website,Store Pickup,8,0,8,487.04,487.04,324.72,162.32,0.0,0.0,4,69.58
268,2024-01-07,97,FC010,App,Ship to Home,7,0,7,722.47,722.47,454.86,267.61,9.520000000000001,14.28,2,180.62
269,2024-01-07,818,,App,Store Pickup,1,0,1,88.38,88.38,69.8,18.58,0.0,0.0,1,88.38
270,2024-01-07,99,,App,Store Pickup,3,0,3,779.46,779.46,545.58,233.88,0.0,0.0,1,259.82
271,2024-01-07,21,,Website,Same-Day Delivery,8,0,8,449.52,449.52,344.16,105.36,0.0,0.0,4,74.92
272,2024-01-07,787,,App,Same-Day Delivery,7,0,7,1243.76,1243.76,806.96,436.8,0.0,0.0,1,177.68
273,2024-01-07,421,FC007,App,Ship to Home,7,0,7,924.91,924.91,658.28,266.63,33.53,50.3,1,184.98
274,2024-01-07,632,,App,Same-Day Delivery,5,0,5,155.5,155.5,126.85,28.65,0.0,0.0,2,155.5
275,2024-01-07,397,,App,Store Pickup,6,0,6,1101.18,1101.18,823.92,277.26,0.0,0.0,2,275.3
276,2024-01-07,239,,App,Same-Day Delivery,6,0,6,922.98,922.98,660.96,262.02,0.0,0.0,2,307.66
277,2024-01-07,857,,Website,Store Pickup,3,0,3,253.2,253.2,187.32,65.88,0.0,0.0,1,253.2
278,2024-01-07,865,,Website,Curbside Pickup,5,0,5,4.2,4.2,3.35,0.85,0.0,0.0,1,4.2
279,2024-01-07,987,FC009,Website,Ship to Home,6,0,6,343.44,343.44,252.12,91.32,52.739999999999995,79.11,2,171.72
280,2024-01-07,37,,Website,Store Pickup,6,0,6,1235.94,1235.94,833.64,402.3,0.0,0.0,3,411.98
281,2024-01-07,83,,Website,Same-Day Delivery,6,0,6,1394.16,1394.16,1017.24,376.92,0.0,0.0,3,1394.16
282,2024-01-07,426,FC001,Website,Ship to Home,5,0,5,373.45,373.45,264.45,109.0,23.95,35.92,1,373.45
283,2024-01-07,983,,Website,Curbside Pickup,5,0,5,626.75,626.75,519.25,107.5,0.0,0.0,2,626.75
284,2024-01-07,375,FC001,Website,Ship to Home,10,1,9,2754.1,2478.69,1740.33,738.36,77.8,116.7,4,393.44
285,2024-01-07,481,,Website,Curbside Pickup,9,0,9,1417.95,1417.95,954.0,463.95,0.0,0.0,2,177.24
286,2024-01-07,906,,Website,Curbside Pickup,3,0,3,764.79,764.79,555.3,209.49,0.0,0.0,1,382.39
287,2024-01-07,703,,Website,Same-Day Delivery,6,0,6,842.46,842.46,565.8,276.66,0.0,0.0,2,140.41
288,2024-01-07,947,,App,Same-Day Delivery,4,0,4,689.8,689.8,464.92,224.88,0.0,0.0,1,172.45
289,2024-01-07,693,,App,Same-Day Delivery,8,0,8,2179.76,2179.76,1428.24,751.52,0.0,0.0,4,544.94
290,2024-01-07,786,,App,Store Pickup,5,0,5,334.95,334.95,232.5,102.45,0.0,0.0,1,111.65
291,2024-01-07,287,,App,Same-Day Delivery,3,0,3,715.56,715.56,470.91,244.65,0.0,0.0,1,715.56
292,2024-01-07,336,,Website,Store Pickup,8,0,8,2200.8,2200.8,1388.32,812.48,0.0,0.0,3,550.2
293,2024-01-07,458,,Website,Same-Day Delivery,6,0,6,1480.8,1480.8,1070.58,410.22,0.0,0.0,3,370.2
294,2024-01-07,922,FC004,App,Ship to Home,3,0,3,42.57,42.57,30.96,11.61,1.6800000000000002,2.52,1,21.29
295,2024-01-07,53,,App,Curbside Pickup,3,0,3,719.16,719.16,545.25,173.91,0.0,0.0,1,359.58
296,2024-01-07,867,,App,Store Pickup,2,0,2,213.68,213.68,160.56,53.12,0.0,0.0,1,213.68
297,2024-01-07,923,,Website,Same-Day Delivery,4,0,4,1126.2,1126.2,752.68,373.52,0.0,0.0,1,563.1
298,2024-01-07,942,,Website,Store Pickup,6,0,6,882.72,882.72,626.16,256.56,0.0,0.0,2,176.54
299,2024-01-07,862,,App,Curbside Pickup,3,0,3,621.21,621.21,451.59,169.62,0.0,0.0,1,310.61
300,2024-01-07,346,FC003,App,Ship to Home,7,0,7,241.78,241.78,194.32,47.46,22.959999999999997,34.44,3,34.54
301,2024-01-14,881,,App,Store Pickup,8,0,8,1109.68,1109.68,741.28,368.4,0.0,0.0,4,554.84
302,2024-01-14,498,,App,Same-Day Delivery,4,0,4,691.64,691.64,500.72,190.92,0.0,0.0,2,230.55
303,2024-01-14,240,,Website,Same-Day Delivery,2,0,2,236.72,236.72,189.96,46.76,0.0,0.0,1,236.72
304,2024-01-14,312,,Website,Same-Day Delivery,2,0,2,519.14,519.14,369.06,150.08,0.0,0.0,1,519.14
305,2024-01-14,473,FC007,Website,Ship to Home,5,0,5,438.4,438.4,359.0,79.4,4.55,6.82,2,109.6
306,2024-01-14,573,,Website,Curbside Pickup,8,0,8,597.44,597.44,418.4,179.04,0.0,0.0,3,74.68
307,2024-01-14,190,FC008,App,Ship to Home,2,0,2,64.3,64.3,47.66,16.64,2.24,3.36,1,32.15
308,2024-01-14,265,,Website,Same-Day Delivery,6,0,6,758.34,758.34,607.02,151.32,0.0,0.0,2,379.17
309,2024-01-14,668,,App,Same-Day Delivery,6,0,6,1576.14,1576.14,1021.38,554.76,0.0,0.0,2,525.38
310,2024-01-14,501,FC002,Website,Ship to Home,2,0,2,422.46,422.46,319.02,103.44,2.08,3.12,1,422.46
311,2024-01-14,394,FC009,App,Ship to Home,6,0,6,858.66,858.66,581.94,276.72,6.12,9.18,2,214.66
312,2024-01-14,25,,App,Store Pickup,3,0,3,692.76,692.76,539.52,153.24,0.0,0.0,1,692.76
313,2024-01-14,923,,Website,Store Pickup,8,0,8,2252.4,2252.4,1505.36,747.04,0.0,0.0,4,750.8
314,2024-01-14,119,,Website,Curbside Pickup,6,0,6,52.68,52.68,41.76,10.92,0.0,0.0,1,13.17
315,2024-01-14,979,,Website,Same-Day Delivery,2,0,2,511.64,511.64,329.32,182.32,0.0,0.0,1,255.82
316,2024-01-14,504,,App,Store Pickup,6,0,6,1493.82,1493.82,999.3,494.52,0.0,0.0,3,497.94
317,2024-01-14,956,,Website,Same-Day Delivery,4,0,4,901.52,901.52,566.0,335.52,0.0,0.0,1,450.76
318,2024-01-14,437,,Website,Store Pickup,6,0,6,953.4,953.4,601.14,352.26,0.0,0.0,1,158.9
319,2024-01-14,457,FC010,Website,Ship to Home,4,0,4,70.32,70.32,52.56,17.76,1.72,2.58,2,35.16
320,2024-01-14,183,,Website,Store Pickup,1,0,1,289.39,289.39,196.73,92.66,0.0,0.0,1,289.39
321,2024-01-14,868,,Website,Store Pickup,3,0,3,621.33,621.33,461.04,160.29,0.0,0.0,1,621.33
322,2024-01-14,101,,Website,Same-Day Delivery,2,0,2,188.62,188.62,132.54,56.08,0.0,0.0,1,188.62
323,2024-01-14,487,,Website,Store Pickup,4,0,4,338.44,338.44,224.56,113.88,0.0,0.0,1,169.22
324,2024-01-14,669,,App,Same-Day Delivery,2,0,2,549.7,549.7,357.1,192.6,0.0,0.0,1,549.7
325,2024-01-14,995,,App,Same-Day Delivery,4,0,4,978.56,978.56,704.44,274.12,0.0,0.0,2,326.19
326,2024-01-14,887,,Website,Same-Day Delivery,3,0,3,359.34,359.34,247.05,112.29,0.0,0.0,1,119.78
327,2024-01-14,629,,Website,Curbside Pickup,5,0,5,962.45,962.45,637.1,325.35,0.0,0.0,2,320.82
328,2024-01-14,898,,App,Store Pickup,8,0,8,1941.28,1941.28,1393.76,547.52,0.0,0.0,3,388.26
329,2024-01-14,451,,App,Store Pickup,4,0,4,953.6,953.6,784.2,169.4,0.0,0.0,1,238.4
330,2024-01-14,359,,App,Curbside Pickup,6,0,6,390.66,390.66,321.18,69.48,0.0,0.0,3,130.22
331,2024-01-14,931,,Website,Same-Day Delivery,6,0,6,166.38,166.38,128.94,37.44,0.0,0.0,3,83.19
332,2024-01-14,866,,Website,Curbside Pickup,4,0,4,512.32,512.32,382.92,129.4,0.0,0.0,1,512.32
333,2024-01-14,400,FC006,Website,Ship to Home,2,0,2,224.98,224.98,156.44,68.54,16.3,24.45,1,112.49
334,2024-01-14,268,,App,Store Pickup,7,0,7,686.56,686.56,503.37,183.19,0.0,0.0,1,114.43
335,2024-01-14,893,,App,Same-Day Delivery,2,0,2,375.5,375.5,301.68,73.82,0.0,0.0,1,187.75
336,2024-01-14,478,FC006,App,Ship to Home,4,0,4,1075.28,1075.28,784.92,290.36,27.32,40.98,2,1075.28
337,2024-01-14,532,,Website,Curbside Pickup,4,0,4,876.92,876.92,553.16,323.76,0.0,0.0,2,876.92
338,2024-01-14,603,,Website,Store Pickup,6,0,6,1383.36,1383.36,1044.9,338.46,0.0,0.0,3,230.56
339,2024-01-14,778,,App,Same-Day Delivery,1,0,1,155.03,155.03,100.38,54.65,0.0,0.0,1,155.03
340,2024-01-14,249,,App,Curbside Pickup,10,0,10,652.7,652.7,426.7,226.0,0.0,0.0,3,108.78
341,2024-01-14,975,,Website,Same-Day Delivery,4,0,4,1256.04,1256.04,787.56,468.48,0.0,0.0,1,314.01
342,2024-01-14,213,FC007,Website,Ship to Home,2,0,2,28.7,28.7,18.58,10.12,2.3,3.45,1,28.7
343,2024-01-14,95,,App,Store Pickup,7,0,7,175.49,175.49,113.33,62.16,0.0,0.0,1,25.07
344,2024-01-14,369,,App,Curbside Pickup,3,0,3,340.14,340.14,238.11,102.03,0.0,0.0,1,113.38
345,2024-01-14,321,,Website,Curbside Pickup,4,0,4,94.4,94.4,72.32,22.08,0.0,0.0,1,94.4
346,2024-01-14,327,FC008,Website,Ship to Home,6,0,6,22.44,22.44,14.64,7.8,24.06,36.09,1,7.48
347,2024-01-14,55,FC001,App,Ship to Home,4,0,4,833.36,833.36,529.64,303.72,32.88,49.32,1,833.36
348,2024-01-14,207,FC010,Website,Ship to Home,5,0,5,1170.25,1170.25,934.1,236.15,9.5,14.25,2,585.12
349,2024-01-14,920,,Website,Same-Day Delivery,3,0,3,230.85,230.85,186.12,44.73,0.0,0.0,1,230.85
350,2024-01-14,948,,App,Curbside Pickup,4,0,4,221.88,221.88,174.4,47.48,0.0,0.0,1,221.88
351,2024-01-14,444,,Website,Store Pickup,9,0,9,2545.29,2545.29,1758.33,786.96,0.0,0.0,2,318.16
352,2024-01-14,176,FC009,Website,Ship to Home,2,0,2,416.46,416.46,345.62,70.84,16.92,25.38,1,208.23
353,2024-01-14,236,,App,Curbside Pickup,4,0,4,903.68,903.68,631.4,272.28,0.0,0.0,2,903.68
354,2024-01-14,698,,Website,Same-Day Delivery,3,0,3,88.89,88.89,55.62,33.27,0.0,0.0,1,44.45
355,2024-01-14,247,,App,Store Pickup,4,0,4,168.6,168.6,116.8,51.8,0.0,0.0,1,56.2
356,2024-01-14,302,,Website,Same-Day Delivery,5,0,5,975.45,975.45,660.25,315.2,0.0,0.0,1,487.73
357,2024-01-14,673,,Website,Store Pickup,4,0,4,909.32,909.32,601.36,307.96,0.0,0.0,2,227.33
358,2024-01-14,871,,App,Store Pickup,1,0,1,192.23,192.23,130.94,61.29,0.0,0.0,1,192.23
359,2024-01-14,122,,App,Same-Day Delivery,3,0,3,382.05,382.05,306.0,76.05,0.0,0.0,1,382.05
360,2024-01-14,367,,Website,Store Pickup,3,0,3,451.92,451.92,339.6,112.32,0.0,0.0,1,451.92
361,2024-01-14,130,FC002,Website,Ship to Home,6,0,6,1282.38,1282.38,916.44,365.94,35.099999999999994,52.65,2,256.48
362,2024-01-14,228,,Website,Store Pickup,11,0,11,2021.36,2021.36,1268.85,752.51,0.0,0.0,4,673.79
363,2024-01-14,78,FC004,App,Ship to Home,4,0,4,777.24,777.24,493.28,283.96,11.88,17.82,1,194.31
364,2024-01-14,97,,Website,Store Pickup,3,0,3,309.63,309.63,194.94,114.69,0.0,0.0,1,154.81
365,2024-01-14,677,,Website,Store Pickup,7,0,7,1636.88,1636.88,1210.58,426.3,0.0,0.0,2,818.44
366,2024-01-14,446,,Website,Store Pickup,7,0,7,1534.05,1534.05,1100.47,433.58,0.0,0.0,2,306.81
367,2024-01-14,936,FC003,Website,Ship to Home,5,0,5,697.35,697.35,437.55,259.8,18.15,27.22,2,232.45
368,2024-01-14,277,,App,Curbside Pickup,4,0,4,114.56,114.56,83.92,30.64,0.0,0.0,1,38.19
369,2024-01-14,72,,Website,Store Pickup,6,0,6,1637.4,1637.4,1093.02,544.38,0.0,0.0,3,327.48
370,2024-01-14,222,,Website,Curbside Pickup,4,0,4,632.84,632.84,445.64,187.2,0.0,0.0,1,210.95
371,2024-01-14,666,,Website,Store Pickup,2,0,2,546.06,546.06,364.44,181.62,0.0,0.0,1,273.03
372,2024-01-14,453,,App,Store Pickup,2,0,2,478.78,478.78,308.96,169.82,0.0,0.0,1,239.39
373,2024-01-14,934,FC009,App,Ship to Home,6,0,6,1107.12,1107.12,787.56,319.56,23.52,35.28,2,553.56
374,2024-01-14,679,FC005,App,Ship to Home,3,0,3,78.72,78.72,61.8,16.92,5.699999999999999,8.55,1,39.36
375,2024-01-14,77,,Website,Same-Day Delivery,3,0,3,744.84,744.84,597.57,147.27,0.0,0.0,1,744.84
376,2024-01-14,459,,Website,Store Pickup,7,0,7,655.69,655.69,412.93,242.76,0.0,0.0,1,131.14
377,2024-01-14,676,,Website,Curbside Pickup,5,0,5,292.65,292.65,183.25,109.4,0.0,0.0,1,146.32
378,2024-01-14,735,,Website,Curbside Pickup,4,0,4,823.24,823.24,647.24,176.0,0.0,0.0,2,823.24
379,2024-01-14,492,,Website,Same-Day Delivery,7,0,7,128.17,128.17,89.25,38.92,0.0,0.0,3,25.63
380,2024-01-14,770,,Website,Same-Day Delivery,5,0,5,1093.9,1093.9,756.45,337.45,0.0,0.0,2,364.63
381,2024-01-14,724,,Website,Same-Day Delivery,5,0,5,1024.3,1024.3,819.5,204.8,0.0,0.0,2,1024.3
382,2024-01-14,595,FC005,Website,Ship to Home,6,0,6,62.52,62.52,48.84,13.68,1.3800000000000001,2.07,1,10.42
383,2024-01-14,152,FC006,App,Ship to Home,1,0,1,196.68,196.68,144.79,51.89,8.71,13.07,1,196.68
384,2024-01-14,557,,Website,Same-Day Delivery,5,0,5,605.8,605.8,453.75,152.05,0.0,0.0,1,302.9
385,2024-01-14,524,,Website,Store Pickup,2,0,2,158.82,158.82,129.94,28.88,0.0,0.0,1,158.82
386,2024-01-14,984,,App,Store Pickup,4,0,4,767.92,767.92,615.4,152.52,0.0,0.0,1,767.92
387,2024-01-14,154,FC005,App,Ship to Home,5,0,5,876.3,876.3,654.4,221.9,33.6,50.4,2,438.15
388,2024-01-14,162,FC006,Website,Ship to Home,6,0,6,1560.66,1560.66,1098.42,462.24,46.38,69.57,1,312.13
389,2024-01-14,992,,Website,Store Pickup,4,0,4,30.0,30.0,19.12,10.88,0.0,0.0,1,15.0
390,2024-01-14,600,FC010,Website,Ship to Home,4,0,4,623.88,623.88,459.96,163.92,9.6,14.4,2,155.97
391,2024-01-14,155,,Website,Same-Day Delivery,7,0,7,467.32,467.32,349.16,118.16,0.0,0.0,1,233.66
392,2024-01-14,744,,App,Curbside Pickup,5,0,5,28.6,28.6,23.7,4.9,0.0,0.0,2,5.72
393,2024-01-14,216,FC002,Website,Ship to Home,5,0,5,1507.05,1507.05,997.8,509.25,30.25,45.38,2,376.76
394,2024-01-14,660,,Website,Curbside Pickup,8,0,8,777.44,777.44,583.04,194.4,0.0,0.0,3,259.15
395,2024-01-14,335,,Website,Same-Day Delivery,6,0,6,339.66,339.66,260.94,78.72,0.0,0.0,2,113.22
396,2024-01-14,200,,Website,Curbside Pickup,4,0,4,123.32,123.32,81.48,41.84,0.0,0.0,2,30.83
397,2024-01-14,397,,App,Store Pickup,7,0,7,1284.71,1284.71,961.24,323.47,0.0,0.0,1,256.94
398,2024-01-14,592,FC009,App,Ship to Home,7,0,7,456.26,456.26,292.88,163.38,46.27,69.41,1,152.09
399,2024-01-14,450,,Website,Store Pickup,3,0,3,394.59,394.59,284.88,109.71,0.0,0.0,1,394.59
400,2024-01-14,105,FC008,Website,Ship to Home,7,0,7,1960.56,1960.56,1357.51,603.05,43.89,65.84,1,392.11
401,2024-01-14,737,FC006,Website,Ship to Home,7,0,7,242.97,242.97,196.98,45.99,7.909999999999999,11.86,1,48.59
402,2024-01-14,795,,App,Curbside Pickup,5,0,5,978.95,978.95,698.55,280.4,0.0,0.0,2,489.48
403,2024-01-14,954,,Website,Same-Day Delivery,3,0,3,187.62,187.62,148.68,38.94,0.0,0.0,1,187.62
404,2024-01-14,227,FC009,App,Ship to Home,5,0,5,1354.3,1354.3,896.05,458.25,17.8,26.7,1,451.43
405,2024-01-14,814,FC008,Website,Ship to Home,5,0,5,320.6,320.6,243.35,77.25,0.3,0.45,2,80.15
406,2024-01-14,8,,App,Same-Day Delivery,7,0,7,1040.69,1040.69,692.72,347.97,0.0,0.0,1,346.9
407,2024-01-14,904,,App,Curbside Pickup,5,0,5,1087.85,1087.85,755.15,332.7,0.0,0.0,1,362.62
408,2024-01-14,847,,Website,Curbside Pickup,7,0,7,988.05,988.05,718.13,269.92,0.0,0.0,1,197.61
409,2024-01-14,449,,App,Curbside Pickup,4,0,4,733.24,733.24,483.72,249.52,0.0,0.0,1,183.31
410,2024-01-14,905,,Website,Same-Day Delivery,4,0,4,341.84,341.84,248.44,93.4,0.0,0.0,2,341.84
411,2024-01-14,261,,Website,Same-Day Delivery,6,0,6,852.0,852.0,586.62,265.38,0.0,0.0,2,142.0
412,2024-01-14,640,,Website,Curbside Pickup,9,0,9,1910.25,1910.25,1432.89,477.36,0.0,0.0,1,1910.25
413,2024-01-14,388,FC003,App,Ship to Home,3,0,3,780.81,780.81,547.47,233.34,25.83,38.74,1,260.27
414,2024-01-14,189,,Website,Curbside Pickup,6,0,6,187.38,187.38,139.74,47.64,0.0,0.0,3,62.46
415,2024-01-14,484,FC008,Website,Ship to Home,4,0,4,1080.48,1080.48,788.0,292.48,22.8,34.2,2,360.16
416,2024-01-14,372,,App,Curbside Pickup,8,0,8,798.4,798.4,533.68,264.72,0.0,0.0,4,399.2
417,2024-01-14,233,,Website,Store Pickup,3,0,3,376.83,376.83,235.86,140.97,0.0,0.0,1,188.41
418,2024-01-14,19,,App,Same-Day Delivery,5,0,5,108.6,108.6,70.3,38.3,0.0,0.0,2,36.2
419,2024-01-14,343,,App,Curbside Pickup,4,0,4,276.6,276.6,209.32,67.28,0.0,0.0,1,138.3
420,2024-01-14,671,,Website,Store Pickup,3,0,3,757.47,757.47,535.47,222.0,0.0,0.0,1,378.74
421,2024-01-14,83,,App,Curbside Pickup,6,0,6,1394.16,1394.16,1017.24,376.92,0.0,0.0,1,697.08
422,2024-01-14,1000,,Website,Curbside Pickup,5,0,5,1238.8,1238.8,803.65,435.15,0.0,0.0,1,1238.8
423,2024-01-14,690,FC003,Website,Ship to Home,7,0,7,1451.45,1451.45,1142.47,308.98,47.18,70.77,1,207.35
424,2024-01-14,340,FC003,App,Ship to Home,3,0,3,50.85,50.85,33.72,17.13,1.26,1.89,1,25.43
425,2024-01-14,857,,Website,Same-Day Delivery,7,0,7,590.8,590.8,437.08,153.72,0.0,0.0,1,295.4
426,2024-01-14,554,,App,Curbside Pickup,6,0,6,233.94,233.94,157.86,76.08,0.0,0.0,3,116.97
427,2024-01-14,33,,Website,Same-Day Delivery,8,0,8,55.76,55.76,42.96,12.8,0.0,0.0,3,7.97
428,2024-01-14,266,,App,Curbside Pickup,5,0,5,943.8,943.8,690.55,253.25,0.0,0.0,1,471.9
429,2024-01-14,873,,Website,Same-Day Delivery,6,0,6,725.58,725.58,523.56,202.02,0.0,0.0,2,145.12
430,2024-01-14,538,,Website,Same-Day Delivery,2,0,2,492.26,492.26,320.1,172.16,0.0,0.0,1,246.13
431,2024-01-14,109,,App,Store Pickup,5,0,5,1053.85,1053.85,759.45,294.4,0.0,0.0,1,263.46
432,2024-01-14,996,,App,Curbside Pickup,6,0,6,553.8,553.8,414.54,139.26,0.0,0.0,1,138.45
433,2024-01-14,127,,App,Store Pickup,4,0,4,839.16,839.16,614.04,225.12,0.0,0.0,1,419.58
434,2024-01-14,767,,Website,Same-Day Delivery,5,0,5,368.75,368.75,250.6,118.15,0.0,0.0,2,73.75
435,2024-01-14,891,FC007,Website,Ship to Home,4,0,4,1230.4,1230.4,796.44,433.96,10.96,16.44,1,410.13
436,2024-01-14,715,,Website,Same-Day Delivery,4,0,4,956.24,956.24,782.0,174.24,0.0,0.0,2,318.75
437,2024-01-14,309,,App,Curbside Pickup,4,0,4,559.48,559.48,414.28,145.2,0.0,0.0,2,279.74
438,2024-01-14,332,,Website,Curbside Pickup,6,0,6,415.38,415.38,317.64,97.74,0.0,0.0,3,69.23
439,2024-01-14,817,,App,Store Pickup,1,0,1,86.15,86.15,64.9,21.25,0.0,0.0,1,86.15
440,2024-01-14,206,,App,Same-Day Delivery,1,0,1,51.73,51.73,38.13,13.6,0.0,0.0,1,51.73
441,2024-01-14,142,,Website,Store Pickup,4,0,4,109.2,109.2,81.96,27.24,0.0,0.0,2,27.3
442,2024-01-14,991,,App,Curbside Pickup,6,0,6,687.18,687.18,495.3,191.88,0.0,0.0,1,114.53
443,2024-01-14,885,,Website,Same-Day Delivery,4,0,4,895.72,895.72,616.84,278.88,0.0,0.0,1,298.57
444,2024-01-14,752,,Website,Store Pickup,7,0,7,390.32,390.32,287.0,103.32,0.0,0.0,1,195.16
445,2024-01-14,701,,Website,Curbside Pickup,4,0,4,219.48,219.48,170.16,49.32,0.0,0.0,1,219.48
446,2024-01-14,544,,Website,Curbside Pickup,4,0,4,851.4,851.4,603.04,248.36,0.0,0.0,1,283.8
447,2024-01-14,286,,App,Curbside Pickup,6,0,6,1093.5,1093.5,829.62,263.88,0.0,0.0,1,273.38
448,2024-01-14,606,FC007,Website,Ship to Home,2,0,2,57.88,57.88,39.12,18.76,13.06,19.59,1,57.88
449,2024-01-14,27,FC007,Website,Ship to Home,7,0,7,1583.26,1583.26,1143.87,439.39,48.23,72.34,2,316.65
450,2024-01-14,193,,App,Same-Day Delivery,6,0,6,1026.3,1026.3,680.1,346.2,0.0,0.0,2,171.05
451,2024-01-14,290,,App,Store Pickup,3,0,3,441.93,441.93,280.59,161.34,0.0,0.0,1,441.93
452,2024-01-14,950,FC003,Website,Ship to Home,5,0,5,1142.8,1142.8,857.0,285.8,18.35,27.53,1,380.93
453,2024-01-14,120,,Website,Curbside Pickup,6,0,6,1236.72,1236.72,883.62,353.1,0.0,0.0,2,309.18
454,2024-01-14,649,FC004,Website,Ship to Home,2,0,2,471.44,471.44,378.08,93.36,16.42,24.63,1,471.44
455,2024-01-14,281,,App,Same-Day Delivery,7,0,7,268.03,268.03,191.52,76.51,0.0,0.0,1,44.67
456,2024-01-14,443,,App,Same-Day Delivery,4,0,4,594.4,594.4,489.2,105.2,0.0,0.0,1,198.13
457,2024-01-14,860,,Website,Store Pickup,2,0,2,114.88,114.88,88.08,26.8,0.0,0.0,1,57.44
458,2024-01-14,942,,Website,Curbside Pickup,5,0,5,735.6,735.6,521.8,213.8,0.0,0.0,1,735.6
