po_id,po_number,vendor_id,dc_id,item_id,order_date,expected_delivery_date,po_status,po_type,ordered_units,ordered_cases,unit_cost,total_cost,payment_terms
231,PO00000231,V3287,DC015,700,2024-09-04,2024-09-11,Shipped,Cross-Dock,629,52,198.78,125032.62,2/10 Net 30
232,PO00000232,V3411,DC011,780,2024-01-01,2024-01-10,Cancelled,Regular,154,12,52.22,8041.88,Net 30
233,PO00000233,V1221,DC002,795,2024-12-28,2025-01-14,Open,Direct Import,1385,115,139.71,193498.35,Net 60
234,PO00000234,V2067,DC021,259,2024-12-28,2025-01-14,Shipped,Regular,549,45,157.72,86588.28,2/10 Net 30
235,PO00000235,V4315,DC006,489,2024-07-22,2024-08-10,Confirmed,Regular,1338,111,101.21,135418.98,Net 30
236,PO00000236,V2191,DC018,535,2024-01-31,2024-02-09,Shipped,Direct Import,1060,88,119.37,126532.2,2/10 Net 30
237,PO00000237,V2159,DC015,867,2024-08-04,2024-08-16,Shipped,Regular,630,52,80.28,50576.4,2/10 Net 30
238,PO00000238,V4027,DC014,914,2024-09-26,2024-10-02,Shipped,Regular,137,11,174.21,23866.77,2/10 Net 30
239,PO00000239,V3575,DC017,994,2024-06-09,2024-06-28,Open,Cross-Dock,747,62,82.23,61425.81,Net 60
240,PO00000240,V2517,DC005,44,2024-04-13,2024-04-27,Received,Regular,786,65,69.77,54839.22,Net 30
241,PO00000241,V2283,DC008,769,2024-09-23,2024-10-05,Received,Regular,1394,116,28.15,39241.1,Net 60
242,PO00000242,V2037,DC004,430,2024-10-09,2024-10-26,Received,Regular,333,27,179.25,59690.25,Net 30
243,PO00000243,V1756,DC024,931,2024-01-10,2024-01-20,Confirmed,Regular,702,58,21.49,15085.98,Net 30
244,PO00000244,V1795,DC013,50,2024-01-24,2024-02-14,Received,Regular,970,80,56.96,55251.2,Net 45
245,PO00000245,V2935,DC010,759,2024-05-21,2024-06-02,Open,Regular,995,82,0.7,696.5,2/10 Net 30
246,PO00000246,V1214,DC023,611,2024-06-09,2024-06-25,Received,Cross-Dock,55,4,78.43,4313.65,Net 45
247,PO00000247,V4616,DC017,865,2024-06-22,2024-07-09,Received,Rush,1198,99,0.67,802.66,2/10 Net 30
248,PO00000248,V2662,DC011,897,2024-09-16,2024-09-21,Received,Regular,1206,100,149.22,179959.32,2/10 Net 30
249,PO00000249,V2988,DC011,357,2024-04-23,2024-04-27,Received,Regular,883,73,174.76,154313.08,Net 60
250,PO00000250,V1933,DC013,573,2024-09-25,2024-10-05,Received,Regular,1050,87,52.3,54915.0,Net 45
251,PO00000251,V4672,DC019,502,2024-02-11,2024-02-16,Confirmed,Rush,381,31,156.56,59649.36,Net 60
252,PO00000252,V1340,DC014,997,2024-02-10,2024-02-18,Shipped,Direct Import,1205,100,142.43,171628.15,Net 60
253,PO00000253,V4238,DC010,715,2024-06-24,2024-07-01,Shipped,Regular,1023,85,195.5,199996.5,Net 45
254,PO00000254,V3172,DC017,281,2024-08-15,2024-08-20,Received,Regular,1312,109,27.36,35896.32,Net 60
255,PO00000255,V2514,DC010,467,2024-08-06,2024-08-22,Received,Regular,1367,113,30.02,41037.34,Net 45
256,PO00000256,V1771,DC019,229,2024-05-05,2024-05-11,Confirmed,Regular,179,14,112.94,20216.26,Net 60
257,PO00000257,V3106,DC005,670,2024-11-25,2024-12-16,Cancelled,Regular,1196,99,98.66,117997.36,Net 60
258,PO00000258,V3681,DC017,66,2024-11-29,2024-12-10,Shipped,Rush,32,2,144.63,4628.16,Net 30
259,PO00000259,V1684,DC005,177,2024-11-24,2024-11-27,Received,Cross-Dock,1257,104,54.05,67940.85,Net 30
260,PO00000260,V1387,DC011,222,2024-11-08,2024-11-26,Confirmed,Direct Import,729,60,111.41,81217.89,2/10 Net 30
261,PO00000261,V3925,DC014,666,2024-09-06,2024-09-12,Received,Regular,1093,91,182.22,199166.46,2/10 Net 30
262,PO00000262,V1710,DC016,96,2024-07-12,2024-07-30,Received,Regular,1283,106,21.01,26955.83,2/10 Net 30
263,PO00000263,V2272,DC010,215,2024-12-02,2024-12-09,Received,Regular,980,81,173.27,169804.6,Net 30
264,PO00000264,V3564,DC002,840,2024-01-11,2024-01-30,Shipped,Direct Import,957,79,177.16,169542.12,Net 60
265,PO00000265,V4310,DC021,258,2024-11-14,2024-12-05,Open,Direct Import,1268,105,26.02,32993.36,Net 30
266,PO00000266,V1832,DC006,209,2024-11-10,2024-11-25,Shipped,Rush,310,25,62.33,19322.3,Net 60
267,PO00000267,V1411,DC024,68,2024-04-20,2024-04-25,Received,Regular,1039,86,152.19,158125.41,Net 30
268,PO00000268,V2179,DC011,818,2024-07-19,2024-07-22,Confirmed,Direct Import,246,20,69.8,17170.8,Net 60
269,PO00000269,V2891,DC006,40,2024-07-27,2024-08-06,Cancelled,Regular,593,49,128.73,76336.89,2/10 Net 30
270,PO00000270,V3955,DC022,621,2024-12-03,2024-12-11,Shipped,Rush,1425,118,145.14,206824.5,Net 45
271,PO00000271,V3587,DC008,337,2024-06-21,2024-07-01,Received,Regular,1154,96,76.52,88304.08,Net 45
272,PO00000272,V4297,DC019,647,2024-08-17,2024-09-06,Open,Cross-Dock,587,48,150.58,88390.46,2/10 Net 30
273,PO00000273,V1883,DC005,280,2024-07-19,2024-07-28,Shipped,Direct Import,520,43,24.59,12786.8,Net 60
274,PO00000274,V4908,DC011,434,2024-01-01,2024-01-15,Received,Direct Import,913,76,108.26,98841.38,Net 30
275,PO00000275,V4192,DC013,508,2024-05-29,2024-06-18,Shipped,Regular,937,78,55.17,51694.29,Net 30
276,PO00000276,V4899,DC004,41,2024-01-01,2024-01-13,Received,Rush,340,28,149.93,50976.2,Net 45
277,PO00000277,V3017,DC009,904,2024-04-17,2024-05-08,Received,Regular,429,35,151.03,64791.87,Net 30
278,PO00000278,V3025,DC005,750,2024-08-23,2024-09-10,Open,Regular,1259,104,139.15,175189.85,Net 60
279,PO00000279,V1473,DC003,641,2024-08-22,2024-09-04,Received,Regular,1248,104,161.79,201913.92,Net 30
280,PO00000280,V2988,DC020,357,2024-03-29,2024-04-03,Received,Regular,633,52,174.76,110623.08,Net 45
281,PO00000281,V2076,DC005,722,2024-07-16,2024-07-29,Confirmed,Regular,800,66,158.51,126808.0,Net 45
282,PO00000282,V2377,DC021,798,2024-08-11,2024-08-31,Received,Direct Import,823,68,182.06,149835.38,Net 30
283,PO00000283,V1477,DC019,531,2024-04-01,2024-04-05,Received,Cross-Dock,1303,108,107.11,139564.33,Net 60
284,PO00000284,V2362,DC005,853,2024-06-04,2024-06-11,Received,Direct Import,998,83,131.19,130927.62,Net 30
285,PO00000285,V2730,DC020,871,2024-07-30,2024-08-19,Open,Regular,486,40,130.94,63636.84,Net 30
286,PO00000286,V3388,DC017,151,2024-09-18,2024-10-08,Received,Direct Import,777,64,23.69,18407.13,Net 45
287,PO00000287,V1402,DC009,902,2024-01-25,2024-01-30,Confirmed,Regular,180,15,152.46,27442.8,Net 30
288,PO00000288,V2254,DC017,965,2024-11-16,2024-11-26,Shipped,Regular,1193,99,3.01,3590.93,Net 45
289,PO00000289,V4861,DC013,960,2024-11-19,2024-11-25,Open,Direct Import,663,55,98.42,65252.46,Net 60
290,PO00000290,V4821,DC010,433,2024-09-26,2024-10-07,Received,Cross-Dock,253,21,30.2,7640.6,Net 30
291,PO00000291,V2818,DC021,703,2024-06-20,2024-07-03,Received,Regular,154,12,94.3,14522.2,2/10 Net 30
292,PO00000292,V4643,DC014,115,2024-07-21,2024-08-03,Received,Cross-Dock,1156,96,25.33,29281.48,2/10 Net 30
293,PO00000293,V2131,DC016,803,2024-09-22,2024-10-02,Received,Regular,1128,94,36.37,41025.36,2/10 Net 30
294,PO00000294,V2083,DC024,728,2024-04-02,2024-04-20,Received,Regular,1068,89,57.08,60961.44,Net 30
295,PO00000295,V4002,DC017,271,2024-02-01,2024-02-11,Cancelled,Direct Import,939,78,191.04,179386.56,Net 30
296,PO00000296,V1504,DC003,299,2024-03-11,2024-03-20,Received,Direct Import,224,18,110.93,24848.32,Net 60
297,PO00000297,V2242,DC017,790,2024-04-29,2024-05-17,Confirmed,Rush,322,26,130.24,41937.28,Net 45
298,PO00000298,V3980,DC004,339,2024-12-29,2025-01-17,Received,Regular,1259,104,37.19,46822.21,Net 60
299,PO00000299,V1000,DC012,343,2024-07-18,2024-07-24,Received,Regular,723,60,52.33,37834.59,Net 45
300,PO00000300,V1959,DC024,863,2024-01-09,2024-01-24,Shipped,Regular,511,42,8.51,4348.61,2/10 Net 30
301,PO00000301,V1787,DC010,612,2024-02-19,2024-02-25,Received,Regular,117,9,197.86,23149.62,Net 45
302,PO00000302,V2241,DC015,571,2024-09-22,2024-10-04,Shipped,Direct Import,109,9,18.45,2011.05,2/10 Net 30
303,PO00000303,V4855,DC008,550,2024-10-31,2024-11-03,Received,Regular,995,82,25.2,25074.0,2/10 Net 30
304,PO00000304,V2034,DC016,181,2024-11-11,2024-11-29,Received,Regular,238,19,28.27,6728.26,2/10 Net 30
305,PO00000305,V2164,DC013,51,2024-12-29,2025-01-10,Received,Regular,574,47,20.97,12036.78,Net 60
306,PO00000306,V4300,DC015,504,2024-06-22,2024-07-07,Shipped,Cross-Dock,886,73,166.55,147563.3,Net 60
307,PO00000307,V4097,DC021,469,2024-05-21,2024-06-10,Cancelled,Direct Import,884,73,13.69,12101.96,Net 60
308,PO00000308,V4962,DC014,683,2024-11-27,2024-12-13,Open,Regular,1116,93,33.8,37720.8,Net 45
309,PO00000309,V1348,DC022,559,2024-03-02,2024-03-14,Shipped,Regular,767,63,129.21,99104.07,Net 30
310,PO00000310,V3092,DC002,772,2024-09-07,2024-09-21,Shipped,Rush,1203,100,24.73,29750.19,Net 45
311,PO00000311,V3057,DC006,381,2024-02-19,2024-03-01,Shipped,Cross-Dock,593,49,137.78,81703.54,Net 30
312,PO00000312,V1504,DC013,299,2024-08-19,2024-09-02,Received,Cross-Dock,765,63,110.93,84861.45,Net 30
313,PO00000313,V4067,DC005,342,2024-06-02,2024-06-17,Received,Regular,769,64,118.37,91026.53,2/10 Net 30
314,PO00000314,V3969,DC014,567,2024-10-05,2024-10-16,Received,Regular,262,21,139.84,36638.08,Net 45
315,PO00000315,V2391,DC014,964,2024-02-11,2024-02-29,Shipped,Regular,495,41,197.13,97579.35,2/10 Net 30
316,PO00000316,V2969,DC024,933,2024-09-19,2024-09-26,Received,Regular,558,46,79.65,44444.7,Net 30
317,PO00000317,V4863,DC019,823,2024-08-14,2024-08-23,Received,Regular,810,67,27.81,22526.1,Net 60
318,PO00000318,V3003,DC019,651,2024-02-09,2024-02-16,Open,Regular,207,17,24.44,5059.08,2/10 Net 30
319,PO00000319,V1812,DC003,512,2024-02-08,2024-02-20,Confirmed,Regular,15,1,181.42,2721.3,2/10 Net 30
320,PO00000320,V4787,DC003,822,2024-12-19,2025-01-09,Confirmed,Direct Import,854,71,141.51,120849.54,2/10 Net 30
321,PO00000321,V2746,DC018,406,2024-07-29,2024-08-15,Shipped,Cross-Dock,1290,107,21.63,27902.7,2/10 Net 30
322,PO00000322,V4810,DC001,328,2024-08-20,2024-09-09,Open,Regular,806,67,36.97,29797.82,2/10 Net 30
323,PO00000323,V3723,DC013,847,2024-08-24,2024-09-08,Shipped,Direct Import,889,74,102.59,91202.51,Net 60
324,PO00000324,V1163,DC002,290,2024-11-24,2024-11-29,Shipped,Regular,921,76,93.53,86141.13,Net 30
325,PO00000325,V2741,DC014,55,2024-10-23,2024-11-05,Confirmed,Regular,427,35,132.41,56539.07,2/10 Net 30
326,PO00000326,V4382,DC015,365,2024-05-14,2024-05-24,Open,Regular,1199,99,158.68,190257.32,2/10 Net 30
327,PO00000327,V2067,DC013,259,2024-10-14,2024-10-24,Open,Regular,239,19,157.72,37695.08,Net 60
328,PO00000328,V2404,DC009,460,2024-11-06,2024-11-13,Received,Direct Import,1313,109,129.11,169521.43,Net 60
329,PO00000329,V4509,DC023,484,2024-12-29,2025-01-09,Shipped,Direct Import,1389,115,197.0,273633.0,Net 45
330,PO00000330,V2969,DC002,933,2024-12-13,2024-12-30,Open,Direct Import,682,56,79.65,54321.3,Net 30
331,PO00000331,V3493,DC009,663,2024-02-28,2024-03-17,Shipped,Regular,1380,115,141.65,195477.0,2/10 Net 30
332,PO00000332,V2404,DC004,460,2024-07-27,2024-08-12,Open,Regular,1392,116,129.11,179721.12,2/10 Net 30
333,PO00000333,V3724,DC009,634,2024-11-09,2024-11-26,Received,Regular,1023,85,163.46,167219.58,Net 30
334,PO00000334,V2316,DC022,971,2024-07-27,2024-08-03,Shipped,Regular,204,17,98.35,20063.4,Net 30
335,PO00000335,V1056,DC004,61,2024-03-24,2024-03-28,Received,Regular,1360,113,142.1,193256.0,Net 60
336,PO00000336,V2247,DC015,414,2024-02-11,2024-02-18,Shipped,Direct Import,136,11,114.27,15540.72,2/10 Net 30
337,PO00000337,V2067,DC024,259,2024-09-09,2024-09-23,Received,Regular,559,46,157.72,88165.48,Net 30
338,PO00000338,V2251,DC025,664,2024-03-22,2024-03-29,Shipped,Regular,1312,109,127.31,167030.72,2/10 Net 30
339,PO00000339,V4892,DC005,979,2024-09-01,2024-09-06,Open,Regular,1078,89,164.66,177503.48,Net 30
340,PO00000340,V1796,DC025,608,2024-05-24,2024-06-11,Received,Regular,1211,100,69.06,83631.66,Net 45
341,PO00000341,V2161,DC020,556,2024-06-07,2024-06-22,Shipped,Regular,537,44,187.4,100633.8,Net 60
342,PO00000342,V1655,DC013,118,2024-05-05,2024-05-16,Confirmed,Direct Import,236,19,102.86,24274.96,Net 60
343,PO00000343,V1823,DC011,122,2024-09-24,2024-10-11,Shipped,Regular,943,78,102.0,96186.0,Net 45
344,PO00000344,V1730,DC023,817,2024-05-30,2024-06-19,Received,Direct Import,1108,92,64.9,71909.2,Net 30
345,PO00000345,V1393,DC022,294,2024-08-13,2024-09-02,Confirmed,Regular,1294,107,64.4,83333.6,Net 45
346,PO00000346,V2943,DC022,758,2024-05-03,2024-05-17,Received,Direct Import,1002,83,28.8,28857.6,2/10 Net 30
347,PO00000347,V3398,DC001,529,2024-11-02,2024-11-20,Shipped,Regular,882,73,162.66,143466.12,Net 30
348,PO00000348,V2015,DC007,13,2024-01-25,2024-01-30,Received,Regular,385,32,179.97,69288.45,Net 45
349,PO00000349,V2238,DC015,770,2024-10-22,2024-11-03,Open,Regular,246,20,151.29,37217.34,Net 30
350,PO00000350,V3220,DC003,18,2024-12-04,2024-12-20,Received,Cross-Dock,749,62,193.76,145126.24,Net 60
351,PO00000351,V3451,DC006,928,2024-05-14,2024-05-18,Shipped,Regular,264,22,9.78,2581.92,Net 60
352,PO00000352,V3663,DC022,959,2024-07-08,2024-07-20,Shipped,Direct Import,387,32,4.91,1900.17,Net 30
353,PO00000353,V1143,DC006,341,2024-05-18,2024-05-28,Shipped,Cross-Dock,920,76,105.59,97142.8,2/10 Net 30
354,PO00000354,V4643,DC020,115,2024-03-10,2024-03-26,Cancelled,Regular,907,75,25.33,22974.31,Net 45
355,PO00000355,V2741,DC009,55,2024-01-10,2024-01-14,Shipped,Regular,1234,102,132.41,163393.94,Net 60
356,PO00000356,V4384,DC008,470,2024-06-05,2024-06-16,Shipped,Regular,1384,115,111.0,153624.0,Net 60
357,PO00000357,V2545,DC014,578,2024-03-03,2024-03-07,Received,Direct Import,407,33,194.92,79332.44,2/10 Net 30
358,PO00000358,V4214,DC022,551,2024-03-07,2024-03-26,Confirmed,Regular,417,34,70.39,29352.63,2/10 Net 30
359,PO00000359,V2545,DC022,557,2024-05-20,2024-06-03,Received,Regular,924,77,90.75,83853.0,Net 30
360,PO00000360,V2741,DC008,55,2024-10-12,2024-10-20,Received,Direct Import,1134,94,132.41,150152.94,Net 45
361,PO00000361,V1319,DC011,150,2024-06-08,2024-06-29,Shipped,Rush,693,57,89.63,62113.59,Net 30
362,PO00000362,V4524,DC022,57,2024-02-26,2024-03-18,Received,Regular,627,52,46.17,28948.59,2/10 Net 30
363,PO00000363,V1117,DC007,753,2024-08-22,2024-08-27,Confirmed,Regular,1149,95,178.87,205521.63,Net 30
364,PO00000364,V1384,DC017,843,2024-09-03,2024-09-14,Shipped,Direct Import,1236,103,140.44,173583.84,2/10 Net 30
365,PO00000365,V4752,DC008,399,2024-06-27,2024-07-03,Received,Direct Import,642,53,115.69,74272.98,2/10 Net 30
366,PO00000366,V1043,DC016,665,2024-05-11,2024-05-27,Received,Direct Import,435,36,185.95,80888.25,Net 45
367,PO00000367,V1540,DC024,800,2024-07-23,2024-08-11,Shipped,Regular,1004,83,149.25,149847.0,2/10 Net 30
368,PO00000368,V3388,DC008,151,2024-05-26,2024-06-03,Received,Rush,291,24,23.69,6893.79,Net 60
369,PO00000369,V4489,DC017,930,2024-10-27,2024-11-14,Received,Regular,743,61,95.82,71194.26,2/10 Net 30
370,PO00000370,V4392,DC019,993,2024-05-06,2024-05-27,Confirmed,Rush,877,73,181.89,159517.53,Net 45
371,PO00000371,V3988,DC002,925,2024-02-07,2024-02-15,Received,Regular,1288,107,3.66,4714.08,2/10 Net 30
372,PO00000372,V2865,DC024,64,2024-05-22,2024-06-03,Confirmed,Regular,477,39,110.61,52760.97,2/10 Net 30
373,PO00000373,V4986,DC023,883,2024-07-23,2024-08-04,Received,Regular,884,73,199.17,176066.28,Net 30
374,PO00000374,V4260,DC013,32,2024-08-06,2024-08-24,Shipped,Regular,235,19,94.9,22301.5,Net 30
375,PO00000375,V2429,DC022,716,2024-02-03,2024-02-18,Received,Cross-Dock,316,26,174.89,55265.24,Net 30
376,PO00000376,V1834,DC019,658,2024-01-04,2024-01-22,Confirmed,Rush,480,40,188.07,90273.6,Net 30
377,PO00000377,V4192,DC021,508,2024-10-11,2024-10-14,Received,Regular,742,61,55.17,40936.14,2/10 Net 30
378,PO00000378,V4560,DC018,861,2024-12-21,2025-01-08,Received,Regular,480,40,140.41,67396.8,Net 60
379,PO00000379,V4214,DC011,551,2024-12-23,2024-12-27,Received,Rush,471,39,70.39,33153.69,Net 60
380,PO00000380,V1176,DC008,445,2024-05-23,2024-06-05,Received,Regular,1100,91,35.68,39248.0,Net 30
381,PO00000381,V1859,DC008,597,2024-01-21,2024-01-24,Received,Direct Import,971,80,45.9,44568.9,2/10 Net 30
382,PO00000382,V1281,DC004,752,2024-09-18,2024-10-01,Open,Rush,202,16,41.0,8282.0,Net 45
383,PO00000383,V2660,DC019,453,2024-05-01,2024-05-10,Received,Cross-Dock,330,27,154.48,50978.4,Net 60
384,PO00000384,V3108,DC004,130,2024-03-22,2024-04-11,Received,Direct Import,693,57,152.74,105848.82,Net 60
385,PO00000385,V3170,DC018,260,2024-08-09,2024-08-22,Received,Regular,978,81,24.4,23863.2,Net 60
386,PO00000386,V3836,DC003,918,2024-04-24,2024-05-05,Shipped,Cross-Dock,1272,106,68.29,86864.88,Net 45
387,PO00000387,V4138,DC007,104,2024-11-19,2024-12-10,Cancelled,Regular,392,32,8.03,3147.76,2/10 Net 30
388,PO00000388,V4752,DC012,399,2024-05-28,2024-06-07,Open,Rush,246,20,115.69,28459.74,Net 45
389,PO00000389,V3984,DC003,710,2024-09-15,2024-10-01,Confirmed,Regular,342,28,198.69,67951.98,Net 45
390,PO00000390,V3146,DC008,340,2024-04-08,2024-04-19,Received,Regular,994,82,11.24,11172.56,Net 45
391,PO00000391,V1221,DC020,795,2024-09-05,2024-09-22,Shipped,Regular,1401,116,139.71,195733.71,Net 60
392,PO00000392,V3071,DC008,166,2024-04-17,2024-05-01,Open,Regular,511,42,141.58,72347.38,2/10 Net 30
393,PO00000393,V1321,DC025,329,2024-10-08,2024-10-13,Received,Direct Import,452,37,155.9,70466.8,Net 60
394,PO00000394,V1263,DC009,37,2024-08-30,2024-09-09,Confirmed,Cross-Dock,973,81,138.94,135188.62,Net 60
395,PO00000395,V2630,DC001,208,2024-10-10,2024-10-16,Received,Regular,1095,91,184.55,202082.25,Net 60
396,PO00000396,V2460,DC019,785,2024-01-22,2024-02-01,Received,Regular,57,4,165.6,9439.2,Net 30
397,PO00000397,V4767,DC010,921,2024-06-22,2024-06-27,Confirmed,Regular,845,70,198.21,167487.45,Net 30
398,PO00000398,V2706,DC020,366,2024-07-06,2024-07-25,Shipped,Regular,725,60,69.91,50684.75,Net 45
399,PO00000399,V3446,DC007,84,2024-06-03,2024-06-14,Received,Regular,514,42,142.57,73280.98,Net 60
400,PO00000400,V1498,DC001,736,2024-12-07,2024-12-10,Shipped,Direct Import,420,35,104.59,43927.8,Net 45
401,PO00000401,V2341,DC001,511,2024-03-24,2024-04-13,Confirmed,Regular,1205,100,35.11,42307.55,Net 30
402,PO00000402,V2591,DC017,507,2024-08-03,2024-08-06,Received,Regular,751,62,173.46,130268.46,Net 60
403,PO00000403,V4666,DC009,712,2024-08-25,2024-09-09,Confirmed,Regular,1240,103,173.57,215226.8,Net 60
404,PO00000404,V2579,DC019,742,2024-08-17,2024-08-24,Shipped,Regular,864,72,179.8,155347.2,Net 30
405,PO00000405,V1832,DC021,209,2024-07-16,2024-07-23,Confirmed,Regular,560,46,62.33,34904.8,Net 45
406,PO00000406,V2470,DC020,226,2024-01-29,2024-02-19,Received,Regular,1240,103,197.89,245383.6,Net 60
407,PO00000407,V4485,DC007,852,2024-11-28,2024-12-14,Received,Regular,739,61,141.28,104405.92,Net 30
408,PO00000408,V2411,DC007,370,2024-11-30,2024-12-09,Confirmed,Rush,1017,84,73.37,74617.29,2/10 Net 30
409,PO00000409,V1648,DC011,730,2024-06-09,2024-06-25,Open,Regular,285,23,80.92,23062.2,2/10 Net 30
410,PO00000410,V3122,DC019,331,2024-04-05,2024-04-12,Cancelled,Direct Import,705,58,91.71,64655.55,2/10 Net 30
411,PO00000411,V1737,DC024,443,2024-08-31,2024-09-08,Open,Regular,399,33,122.3,48797.7,2/10 Net 30
412,PO00000412,V1319,DC018,150,2024-01-18,2024-01-21,Received,Regular,1011,84,89.63,90615.93,Net 30
413,PO00000413,V2110,DC024,405,2024-02-10,2024-02-19,Received,Regular,1279,106,108.73,139065.67,Net 45
414,PO00000414,V2076,DC013,845,2024-12-02,2024-12-20,Received,Regular,1256,104,146.27,183715.12,Net 60
415,PO00000415,V1288,DC015,891,2024-11-07,2024-11-28,Open,Regular,393,32,199.11,78250.23,Net 60
416,PO00000416,V4176,DC008,162,2024-04-26,2024-04-29,Open,Direct Import,194,16,183.07,35515.58,Net 60
417,PO00000417,V1832,DC009,209,2024-09-20,2024-10-06,Received,Regular,232,19,62.33,14460.56,2/10 Net 30
418,PO00000418,V3714,DC001,306,2024-05-24,2024-06-14,Confirmed,Regular,310,25,79.66,24694.6,Net 30
419,PO00000419,V1867,DC012,372,2024-02-24,2024-03-06,Received,Cross-Dock,1293,107,66.71,86256.03,Net 60
420,PO00000420,V2583,DC022,101,2024-04-14,2024-05-03,Received,Regular,26,2,66.27,1723.02,Net 45
421,PO00000421,V1575,DC001,941,2024-02-02,2024-02-22,Received,Regular,74,6,45.65,3378.1,Net 30
422,PO00000422,V3785,DC018,202,2024-08-14,2024-08-19,Received,Regular,122,10,26.97,3290.34,Net 45
423,PO00000423,V2851,DC006,592,2024-12-05,2024-12-18,Received,Direct Import,550,45,41.84,23012.0,Net 45
424,PO00000424,V2218,DC004,605,2024-09-14,2024-09-30,Open,Regular,1000,83,140.21,140210.0,Net 30
425,PO00000425,V1417,DC009,648,2024-12-13,2024-12-25,Received,Direct Import,1360,113,72.76,98953.6,Net 45
426,PO00000426,V2949,DC015,472,2024-02-07,2024-02-28,Confirmed,Regular,399,33,173.74,69322.26,Net 45
427,PO00000427,V2134,DC009,205,2024-10-13,2024-10-18,Shipped,Regular,60,5,63.24,3794.4,2/10 Net 30
428,PO00000428,V2579,DC015,742,2024-01-22,2024-02-01,Received,Regular,300,25,179.8,53940.0,Net 30
429,PO00000429,V3207,DC020,653,2024-02-26,2024-03-11,Shipped,Regular,720,60,13.25,9540.0,2/10 Net 30
430,PO00000430,V2024,DC017,768,2024-09-25,2024-10-09,Received,Regular,1073,89,28.27,30333.71,Net 45
431,PO00000431,V1598,DC010,348,2024-07-21,2024-08-11,Received,Cross-Dock,1178,98,16.5,19437.0,Net 45
432,PO00000432,V2277,DC004,751,2024-06-06,2024-06-24,Open,Regular,1073,89,171.76,184298.48,Net 30
433,PO00000433,V3482,DC019,656,2024-12-22,2025-01-02,Received,Regular,993,82,182.2,180924.6,Net 45
434,PO00000434,V1730,DC021,817,2024-11-17,2024-11-25,Open,Cross-Dock,619,51,64.9,40173.1,Net 60
435,PO00000435,V4927,DC021,577,2024-12-29,2025-01-10,Shipped,Cross-Dock,995,82,49.81,49560.95,Net 45
436,PO00000436,V2432,DC012,793,2024-07-21,2024-07-27,Confirmed,Regular,738,61,36.53,26959.14,Net 45
437,PO00000437,V2579,DC025,742,2024-06-23,2024-07-10,Open,Rush,676,56,179.8,121544.8,Net 45
438,PO00000438,V1719,DC025,623,2024-03-06,2024-03-14,Received,Regular,1382,115,107.67,148799.94,Net 60
439,PO00000439,V4821,DC018,433,2024-12-31,2025-01-03,Received,Regular,1438,119,30.2,43427.6,Net 60
440,PO00000440,V1949,DC023,846,2024-06-13,2024-06-25,Received,Regular,1097,91,42.26,46359.22,Net 30
441,PO00000441,V4791,DC014,811,2024-01-02,2024-01-06,Confirmed,Cross-Dock,82,6,165.65,13583.3,Net 45
442,PO00000442,V3582,DC019,948,2024-02-22,2024-03-07,Received,Regular,701,58,43.6,30563.6,2/10 Net 30
443,PO00000443,V3028,DC013,193,2024-10-29,2024-11-17,Confirmed,Regular,1334,111,113.35,151208.9,Net 45
444,PO00000444,V3309,DC021,841,2024-06-26,2024-07-01,Confirmed,Rush,1099,91,64.82,71237.18,Net 45
445,PO00000445,V2530,DC003,149,2024-08-18,2024-09-02,Confirmed,Cross-Dock,1115,92,91.27,101766.05,Net 60
