forecast_id,forecast_date,store_id,item_id,dc_id,forecast_week,forecast_units,forecast_cases,ci_low,ci_high,actual_units,forecast_bias,mape,model_version
343,2024-01-07,22,530,DC010,1,18,1,14,21,20,2,10.0,v3.7
344,2024-01-07,22,740,DC005,1,18,1,14,21,16,-2,12.5,v2.4
345,2024-01-07,22,70,DC025,1,24,2,19,28,25,1,4.0,v3.0
346,2024-01-07,22,919,DC022,1,21,1,16,25,22,1,4.55,v1.4
347,2024-01-07,22,308,DC018,1,25,2,20,30,25,0,0.0,v1.3
348,2024-01-07,22,377,DC012,1,22,1,17,26,18,-4,22.22,v2.6
349,2024-01-07,22,702,DC006,1,31,2,24,37,27,-4,14.81,v1.0
350,2024-01-07,22,659,DC019,1,20,1,16,24,17,-3,17.65,v1.5
351,2024-01-07,38,867,DC023,1,18,1,14,21,15,-3,20.0,v2.6
352,2024-01-07,38,370,DC008,1,23,1,18,27,27,4,14.81,v1.8
353,2024-01-07,38,602,DC009,1,20,1,16,24,23,3,13.04,v1.5
354,2024-01-07,38,670,DC003,1,15,1,12,18,15,0,0.0,v3.2
355,2024-01-07,38,404,DC023,1,14,1,11,16,15,1,6.67,v2.2
356,2024-01-07,38,49,DC025,1,20,1,16,24,21,1,4.76,v2.4
357,2024-01-07,38,952,DC008,1,9,1,7,10,8,-1,12.5,v3.2
358,2024-01-07,38,693,DC022,1,27,2,21,32,27,0,0.0,v2.4
359,2024-01-07,38,783,DC002,1,18,1,14,21,16,-2,12.5,v2.1
360,2024-01-07,38,459,DC020,1,18,1,14,21,20,2,10.0,v3.6
361,2024-01-07,38,116,DC001,1,21,1,16,25,17,-4,23.53,v2.4
362,2024-01-07,38,236,DC002,1,20,1,16,24,16,-4,25.0,v3.9
363,2024-01-07,38,124,DC008,1,21,1,16,25,24,3,12.5,v3.0
364,2024-01-07,38,82,DC007,1,21,1,16,25,23,2,8.7,v1.7
365,2024-01-07,38,342,DC017,1,16,1,12,19,13,-3,23.08,v3.6
366,2024-01-07,38,20,DC024,1,26,2,20,31,20,-6,30.0,v2.8
367,2024-01-07,38,624,DC003,1,22,1,17,26,21,-1,4.76,v3.7
368,2024-01-07,38,986,DC021,1,15,1,12,18,15,0,0.0,v2.4
369,2024-01-07,38,262,DC003,1,25,2,20,30,21,-4,19.05,v2.4
370,2024-01-07,38,807,DC019,1,24,2,19,28,22,-2,9.09,v1.9
371,2024-01-07,38,222,DC009,1,17,1,13,20,17,0,0.0,v3.6
372,2024-01-07,38,122,DC012,1,17,1,13,20,17,0,0.0,v1.5
373,2024-01-07,38,327,DC003,1,20,1,16,24,16,-4,25.0,v3.6
374,2024-01-07,38,368,DC003,1,18,1,14,21,14,-4,28.57,v2.5
375,2024-01-07,38,775,DC005,1,19,1,15,22,15,-4,26.67,v1.4
376,2024-01-07,38,545,DC002,1,20,1,16,24,20,0,0.0,v2.4
377,2024-01-07,38,970,DC011,1,20,1,16,24,21,1,4.76,v2.8
378,2024-01-07,38,563,DC005,1,20,1,16,24,16,-4,25.0,v1.4
379,2024-01-07,38,840,DC003,1,27,2,21,32,25,-2,8.0,v2.1
380,2024-01-07,38,65,DC016,1,27,2,21,32,25,-2,8.0,v2.7
381,2024-01-07,38,732,DC013,1,31,2,24,37,28,-3,10.71,v1.9
382,2024-01-07,38,787,DC025,1,17,1,13,20,17,0,0.0,v2.2
383,2024-01-07,38,499,DC003,1,22,1,17,26,24,2,8.33,v3.2
384,2024-01-07,38,191,DC016,1,24,2,19,28,28,4,14.29,v2.1
385,2024-01-07,38,471,DC017,1,26,2,20,31,28,2,7.14,v3.5
386,2024-01-07,38,352,DC018,1,22,1,17,26,25,3,12.0,v1.9
387,2024-01-07,38,52,DC007,1,16,1,12,19,13,-3,23.08,v2.8
388,2024-01-07,38,326,DC001,1,19,1,15,22,18,-1,5.56,v1.3
389,2024-01-07,38,296,DC008,1,16,1,12,19,17,1,5.88,v2.5
390,2024-01-07,38,525,DC023,1,24,2,19,28,27,3,11.11,v3.6
391,2024-01-07,38,553,DC023,1,26,2,20,31,29,3,10.34,v1.8
392,2024-01-07,38,723,DC015,1,17,1,13,20,17,0,0.0,v3.3
393,2024-01-07,38,530,DC021,1,18,1,14,21,18,0,0.0,v2.6
394,2024-01-07,38,740,DC021,1,22,1,17,26,25,3,12.0,v1.0
395,2024-01-07,38,70,DC008,1,14,1,11,16,12,-2,16.67,v3.6
396,2024-01-07,38,919,DC007,1,20,1,16,24,23,3,13.04,v1.3
397,2024-01-07,38,308,DC003,1,20,1,16,24,21,1,4.76,v2.8
398,2024-01-07,38,377,DC023,1,25,2,20,30,26,1,3.85,v2.7
399,2024-01-07,38,702,DC017,1,19,1,15,22,17,-2,11.76,v3.0
400,2024-01-07,38,659,DC018,1,20,1,16,24,20,0,0.0,v2.8
401,2024-01-07,18,867,DC004,1,16,1,12,19,15,-1,6.67,v3.0
402,2024-01-07,18,370,DC022,1,17,1,13,20,16,-1,6.25,v1.3
403,2024-01-07,18,602,DC018,1,14,1,11,16,15,1,6.67,v2.7
404,2024-01-07,18,670,DC022,1,21,1,16,25,17,-4,23.53,v2.8
405,2024-01-07,18,404,DC020,1,20,1,16,24,18,-2,11.11,v3.3
406,2024-01-07,18,49,DC004,1,16,1,12,19,17,1,5.88,v1.6
407,2024-01-07,18,952,DC006,1,18,1,14,21,17,-1,5.88,v2.0
408,2024-01-07,18,693,DC006,1,20,1,16,24,17,-3,17.65,v1.2
409,2024-01-07,18,783,DC003,1,16,1,12,19,13,-3,23.08,v2.2
410,2024-01-07,18,459,DC016,1,21,1,16,25,19,-2,10.53,v3.5
411,2024-01-07,18,116,DC015,1,17,1,13,20,15,-2,13.33,v3.0
412,2024-01-07,18,236,DC020,1,23,1,18,27,23,0,0.0,v1.0
413,2024-01-07,18,124,DC003,1,12,1,9,14,11,-1,9.09,v1.8
414,2024-01-07,18,82,DC018,1,22,1,17,26,22,0,0.0,v2.6
415,2024-01-07,18,342,DC024,1,29,2,23,34,32,3,9.38,v2.1
416,2024-01-07,18,20,DC007,1,21,1,16,25,25,4,16.0,v2.6
417,2024-01-07,18,624,DC009,1,19,1,15,22,21,2,9.52,v2.3
418,2024-01-07,18,986,DC002,1,21,1,16,25,24,3,12.5,v3.2
419,2024-01-07,18,262,DC011,1,22,1,17,26,26,4,15.38,v3.7
420,2024-01-07,18,807,DC024,1,16,1,12,19,15,-1,6.67,v1.4
421,2024-01-07,18,222,DC001,1,21,1,16,25,21,0,0.0,v2.2
422,2024-01-07,18,122,DC001,1,25,2,20,30,24,-1,4.17,v1.0
423,2024-01-07,18,327,DC025,1,19,1,15,22,18,-1,5.56,v2.6
424,2024-01-07,18,368,DC025,1,16,1,12,19,16,0,0.0,v1.7
425,2024-01-07,18,775,DC023,1,15,1,12,18,16,1,6.25,v3.9
426,2024-01-07,18,545,DC006,1,19,1,15,22,20,1,5.0,v1.6
427,2024-01-07,18,970,DC016,1,24,2,19,28,24,0,0.0,v1.1
428,2024-01-07,18,563,DC014,1,16,1,12,19,16,0,0.0,v3.7
429,2024-01-07,18,840,DC022,1,20,1,16,24,22,2,9.09,v2.4
430,2024-01-07,18,65,DC001,1,21,1,16,25,21,0,0.0,v1.8
431,2024-01-07,18,732,DC016,1,24,2,19,28,26,2,7.69,v2.7
432,2024-01-07,18,787,DC002,1,27,2,21,32,26,-1,3.85,v2.5
433,2024-01-07,18,499,DC023,1,26,2,20,31,22,-4,18.18,v2.3
434,2024-01-07,18,191,DC025,1,17,1,13,20,17,0,0.0,v1.5
435,2024-01-07,18,471,DC014,1,20,1,16,24,19,-1,5.26,v1.3
436,2024-01-07,18,352,DC015,1,16,1,12,19,14,-2,14.29,v2.0
437,2024-01-07,18,52,DC003,1,20,1,16,24,18,-2,11.11,v2.2
438,2024-01-07,18,326,DC016,1,22,1,17,26,26,4,15.38,v3.2
439,2024-01-07,18,296,DC020,1,14,1,11,16,16,2,12.5,v2.7
440,2024-01-07,18,525,DC008,1,22,1,17,26,19,-3,15.79,v1.4
441,2024-01-07,18,553,DC007,1,20,1,16,24,23,3,13.04,v1.1
442,2024-01-07,18,723,DC017,1,13,1,10,15,11,-2,18.18,v3.8
443,2024-01-07,18,530,DC007,1,20,1,16,24,21,1,4.76,v1.7
444,2024-01-07,18,740,DC008,1,21,1,16,25,23,2,8.7,v2.8
445,2024-01-07,18,70,DC021,1,15,1,12,18,16,1,6.25,v1.0
446,2024-01-07,18,919,DC015,1,28,2,22,33,23,-5,21.74,v2.1
447,2024-01-07,18,308,DC005,1,18,1,14,21,19,1,5.26,v3.2
448,2024-01-07,18,377,DC018,1,21,1,16,25,24,3,12.5,v2.2
449,2024-01-07,18,702,DC010,1,18,1,14,21,17,-1,5.88,v1.6
450,2024-01-07,18,659,DC001,1,20,1,16,24,21,1,4.76,v3.7
451,2024-01-07,11,867,DC004,1,21,1,16,25,19,-2,10.53,v3.6
452,2024-01-07,11,370,DC023,1,27,2,21,32,21,-6,28.57,v2.6
453,2024-01-07,11,602,DC005,1,21,1,16,25,19,-2,10.53,v3.3
454,2024-01-07,11,670,DC010,1,19,1,15,22,15,-4,26.67,v2.7
455,2024-01-07,11,404,DC011,1,24,2,19,28,21,-3,14.29,v2.8
456,2024-01-07,11,49,DC011,1,20,1,16,24,17,-3,17.65,v1.7
457,2024-01-07,11,952,DC007,1,19,1,15,22,16,-3,18.75,v1.9
458,2024-01-07,11,693,DC012,1,16,1,12,19,13,-3,23.08,v2.2
459,2024-01-07,11,783,DC021,1,24,2,19,28,19,-5,26.32,v1.7
460,2024-01-07,11,459,DC024,1,25,2,20,30,24,-1,4.17,v1.5
461,2024-01-07,11,116,DC021,1,16,1,12,19,15,-1,6.67,v3.6
462,2024-01-07,11,236,DC008,1,18,1,14,21,19,1,5.26,v2.6
463,2024-01-07,11,124,DC001,1,12,1,9,14,11,-1,9.09,v2.7
464,2024-01-07,11,82,DC023,1,20,1,16,24,20,0,0.0,v2.2
465,2024-01-07,11,342,DC009,1,22,1,17,26,19,-3,15.79,v1.7
466,2024-01-07,11,20,DC011,1,24,2,19,28,24,0,0.0,v3.6
467,2024-01-07,11,624,DC023,1,25,2,20,30,26,1,3.85,v1.5
468,2024-01-07,11,986,DC020,1,26,2,20,31,30,4,13.33,v3.8
469,2024-01-07,11,262,DC015,1,19,1,15,22,22,3,13.64,v1.6
470,2024-01-07,11,807,DC006,1,14,1,11,16,16,2,12.5,v1.3
471,2024-01-07,11,222,DC010,1,18,1,14,21,21,3,14.29,v1.1
472,2024-01-07,11,122,DC024,1,14,1,11,16,14,0,0.0,v1.8
473,2024-01-07,11,327,DC001,1,27,2,21,32,27,0,0.0,v2.0
474,2024-01-07,11,368,DC006,1,12,1,9,14,13,1,7.69,v2.5
475,2024-01-07,11,775,DC017,1,24,2,19,28,19,-5,26.32,v3.6
476,2024-01-07,11,545,DC015,1,25,2,20,30,27,2,7.41,v1.7
477,2024-01-07,11,970,DC024,1,17,1,13,20,16,-1,6.25,v2.2
478,2024-01-07,11,563,DC018,1,9,1,7,10,9,0,0.0,v2.4
479,2024-01-07,11,840,DC013,1,22,1,17,26,18,-4,22.22,v2.7
480,2024-01-07,11,65,DC007,1,31,2,24,37,31,0,0.0,v3.8
481,2024-01-07,11,732,DC011,1,19,1,15,22,20,1,5.0,v1.9
482,2024-01-07,11,787,DC015,1,20,1,16,24,23,3,13.04,v1.1
483,2024-01-07,11,499,DC007,1,22,1,17,26,24,2,8.33,v2.8
484,2024-01-07,11,191,DC023,1,13,1,10,15,13,0,0.0,v2.5
485,2024-01-07,11,471,DC014,1,29,2,23,34,32,3,9.38,v1.0
486,2024-01-07,11,352,DC013,1,17,1,13,20,14,-3,21.43,v1.5
487,2024-01-07,11,52,DC024,1,21,1,16,25,23,2,8.7,v2.4
488,2024-01-07,11,326,DC025,1,29,2,23,34,29,0,0.0,v3.5
489,2024-01-07,11,296,DC015,1,14,1,11,16,11,-3,27.27,v1.1
490,2024-01-07,11,525,DC003,1,23,1,18,27,18,-5,27.78,v2.9
491,2024-01-07,11,553,DC004,1,19,1,15,22,22,3,13.64,v1.2
492,2024-01-07,11,723,DC005,1,23,1,18,27,22,-1,4.55,v3.1
493,2024-01-07,11,530,DC017,1,20,1,16,24,18,-2,11.11,v2.4
494,2024-01-07,11,740,DC018,1,23,1,18,27,18,-5,27.78,v3.8
495,2024-01-07,11,70,DC018,1,18,1,14,21,15,-3,20.0,v2.2
496,2024-01-07,11,919,DC020,1,20,1,16,24,21,1,4.76,v1.9
497,2024-01-07,11,308,DC022,1,9,1,7,10,9,0,0.0,v2.2
498,2024-01-07,11,377,DC002,1,23,1,18,27,21,-2,9.52,v3.1
499,2024-01-07,11,702,DC004,1,21,1,16,25,19,-2,10.53,v2.5
500,2024-01-07,11,659,DC018,1,19,1,15,22,17,-2,11.76,v2.2
501,2024-01-07,42,867,DC019,1,18,1,14,21,15,-3,20.0,v3.5
502,2024-01-07,42,370,DC010,1,17,1,13,20,14,-3,21.43,v1.2
503,2024-01-07,42,602,DC004,1,23,1,18,27,26,3,11.54,v2.1
504,2024-01-07,42,670,DC024,1,19,1,15,22,17,-2,11.76,v1.4
505,2024-01-07,42,404,DC016,1,20,1,16,24,18,-2,11.11,v1.7
506,2024-01-07,42,49,DC013,1,11,1,8,13,12,1,8.33,v1.3
507,2024-01-07,42,952,DC018,1,22,1,17,26,25,3,12.0,v1.0
508,2024-01-07,42,693,DC001,1,22,1,17,26,19,-3,15.79,v1.1
509,2024-01-07,42,783,DC018,1,18,1,14,21,20,2,10.0,v3.1
510,2024-01-07,42,459,DC024,1,25,2,20,30,26,1,3.85,v3.2
511,2024-01-07,42,116,DC015,1,18,1,14,21,15,-3,20.0,v1.5
512,2024-01-07,42,236,DC008,1,28,2,22,33,28,0,0.0,v2.0
513,2024-01-07,42,124,DC014,1,21,1,16,25,25,4,16.0,v3.4
514,2024-01-07,42,82,DC007,1,16,1,12,19,13,-3,23.08,v3.0
515,2024-01-07,42,342,DC011,1,19,1,15,22,15,-4,26.67,v1.3
516,2024-01-07,42,20,DC020,1,24,2,19,28,26,2,7.69,v1.0
517,2024-01-07,42,624,DC001,1,28,2,22,33,28,0,0.0,v3.2
518,2024-01-07,42,986,DC011,1,13,1,10,15,12,-1,8.33,v3.0
519,2024-01-07,42,262,DC017,1,20,1,16,24,16,-4,25.0,v1.3
520,2024-01-07,42,807,DC016,1,18,1,14,21,19,1,5.26,v3.4
521,2024-01-07,42,222,DC020,1,14,1,11,16,11,-3,27.27,v3.8
522,2024-01-07,42,122,DC012,1,29,2,23,34,24,-5,20.83,v3.5
523,2024-01-07,42,327,DC014,1,24,2,19,28,23,-1,4.35,v3.3
524,2024-01-07,42,368,DC002,1,19,1,15,22,20,1,5.0,v1.1
525,2024-01-07,42,775,DC018,1,19,1,15,22,21,2,9.52,v3.6
526,2024-01-07,42,545,DC017,1,19,1,15,22,19,0,0.0,v3.0
527,2024-01-07,42,970,DC020,1,26,2,20,31,28,2,7.14,v2.5
528,2024-01-07,42,563,DC025,1,23,1,18,27,24,1,4.17,v1.2
529,2024-01-07,42,840,DC001,1,17,1,13,20,16,-1,6.25,v2.2
530,2024-01-07,42,65,DC004,1,14,1,11,16,14,0,0.0,v1.5
531,2024-01-07,42,732,DC009,1,17,1,13,20,16,-1,6.25,v2.0
532,2024-01-07,42,787,DC016,1,19,1,15,22,19,0,0.0,v1.9
533,2024-01-07,42,499,DC001,1,24,2,19,28,20,-4,20.0,v1.6
534,2024-01-07,42,191,DC006,1,21,1,16,25,20,-1,5.0,v1.1
535,2024-01-07,42,471,DC018,1,15,1,12,18,13,-2,15.38,v2.3
536,2024-01-07,42,352,DC011,1,16,1,12,19,16,0,0.0,v2.6
537,2024-01-07,42,52,DC013,1,22,1,17,26,23,1,4.35,v2.1
538,2024-01-07,42,326,DC018,1,15,1,12,18,17,2,11.76,v1.0
539,2024-01-07,42,296,DC024,1,18,1,14,21,21,3,14.29,v3.5
540,2024-01-07,42,525,DC001,1,16,1,12,19,17,1,5.88,v1.5
541,2024-01-07,42,553,DC001,1,17,1,13,20,17,0,0.0,v3.9
542,2024-01-07,42,723,DC022,1,18,1,14,21,17,-1,5.88,v2.6
543,2024-01-07,42,530,DC007,1,14,1,11,16,16,2,12.5,v2.8
544,2024-01-07,42,740,DC002,1,18,1,14,21,16,-2,12.5,v3.1
545,2024-01-07,42,70,DC019,1,26,2,20,31,23,-3,13.04,v2.8
546,2024-01-07,42,919,DC011,1,19,1,15,22,21,2,9.52,v3.5
547,2024-01-07,42,308,DC018,1,19,1,15,22,16,-3,18.75,v1.4
548,2024-01-07,42,377,DC024,1,16,1,12,19,13,-3,23.08,v1.6
549,2024-01-07,42,702,DC025,1,20,1,16,24,23,3,13.04,v2.7
550,2024-01-07,42,659,DC022,1,19,1,15,22,16,-3,18.75,v1.7
551,2024-01-07,1,867,DC013,1,16,1,12,19,14,-2,14.29,v2.1
552,2024-01-07,1,370,DC016,1,11,1,8,13,13,2,15.38,v2.1
553,2024-01-07,1,602,DC014,1,20,1,16,24,17,-3,17.65,v1.8
554,2024-01-07,1,670,DC019,1,20,1,16,24,21,1,4.76,v2.2
555,2024-01-07,1,404,DC019,1,16,1,12,19,15,-1,6.67,v3.9
556,2024-01-07,1,49,DC012,1,13,1,10,15,14,1,7.14,v2.8
557,2024-01-07,1,952,DC013,1,21,1,16,25,21,0,0.0,v3.3
558,2024-01-07,1,693,DC025,1,20,1,16,24,22,2,9.09,v3.1
559,2024-01-07,1,783,DC024,1,25,2,20,30,28,3,10.71,v2.3
560,2024-01-07,1,459,DC025,1,17,1,13,20,19,2,10.53,v2.1
561,2024-01-07,1,116,DC016,1,12,1,9,14,14,2,14.29,v3.5
562,2024-01-07,1,236,DC012,1,13,1,10,15,10,-3,30.0,v2.7
563,2024-01-07,1,124,DC020,1,30,2,24,36,31,1,3.23,v2.4
564,2024-01-07,1,82,DC022,1,11,1,8,13,12,1,8.33,v1.8
565,2024-01-07,1,342,DC009,1,17,1,13,20,18,1,5.56,v3.3
566,2024-01-07,1,20,DC005,1,10,1,8,12,11,1,9.09,v1.7
567,2024-01-07,1,624,DC005,1,21,1,16,25,18,-3,16.67,v3.2
568,2024-01-07,1,986,DC008,1,22,1,17,26,24,2,8.33,v1.7
569,2024-01-07,1,262,DC010,1,18,1,14,21,17,-1,5.88,v2.4
570,2024-01-07,1,807,DC006,1,19,1,15,22,18,-1,5.56,v1.9
571,2024-01-07,1,222,DC024,1,29,2,23,34,34,5,14.71,v2.3
572,2024-01-07,1,122,DC006,1,18,1,14,21,16,-2,12.5,v3.8
573,2024-01-07,1,327,DC019,1,28,2,22,33,27,-1,3.7,v2.9
574,2024-01-07,1,368,DC020,1,23,1,18,27,25,2,8.0,v1.0
575,2024-01-07,1,775,DC019,1,22,1,17,26,21,-1,4.76,v2.9
576,2024-01-07,1,545,DC022,1,19,1,15,22,21,2,9.52,v3.1
577,2024-01-07,1,970,DC024,1,23,1,18,27,22,-1,4.55,v3.8
578,2024-01-07,1,563,DC018,1,24,2,19,28,27,3,11.11,v1.8
579,2024-01-07,1,840,DC007,1,17,1,13,20,14,-3,21.43,v3.6
580,2024-01-07,1,65,DC006,1,13,1,10,15,12,-1,8.33,v2.4
581,2024-01-07,1,732,DC005,1,23,1,18,27,20,-3,15.0,v2.1
582,2024-01-07,1,787,DC011,1,17,1,13,20,14,-3,21.43,v3.8
583,2024-01-07,1,499,DC023,1,18,1,14,21,17,-1,5.88,v3.0
584,2024-01-07,1,191,DC013,1,20,1,16,24,22,2,9.09,v1.4
585,2024-01-07,1,471,DC025,1,28,2,22,33,22,-6,27.27,v2.4
586,2024-01-07,1,352,DC024,1,17,1,13,20,13,-4,30.77,v2.5
587,2024-01-07,1,52,DC019,1,18,1,14,21,15,-3,20.0,v1.2
588,2024-01-07,1,326,DC005,1,21,1,16,25,17,-4,23.53,v2.1
589,2024-01-07,1,296,DC013,1,20,1,16,24,16,-4,25.0,v2.0
590,2024-01-07,1,525,DC025,1,27,2,21,32,25,-2,8.0,v1.0
591,2024-01-07,1,553,DC010,1,15,1,12,18,13,-2,15.38,v1.4
592,2024-01-07,1,723,DC011,1,29,2,23,34,27,-2,7.41,v3.8
593,2024-01-07,1,530,DC006,1,21,1,16,25,17,-4,23.53,v1.4
594,2024-01-07,1,740,DC005,1,29,2,23,34,23,-6,26.09,v3.6
595,2024-01-07,1,70,DC008,1,15,1,12,18,13,-2,15.38,v1.0
596,2024-01-07,1,919,DC006,1,27,2,21,32,27,0,0.0,v3.1
597,2024-01-07,1,308,DC018,1,26,2,20,31,22,-4,18.18,v1.6
598,2024-01-07,1,377,DC011,1,13,1,10,15,10,-3,30.0,v3.1
599,2024-01-07,1,702,DC020,1,16,1,12,19,13,-3,23.08,v1.2
600,2024-01-07,1,659,DC018,1,22,1,17,26,23,1,4.35,v1.9
601,2024-01-07,44,867,DC025,1,18,1,14,21,17,-1,5.88,v2.5
602,2024-01-07,44,370,DC018,1,24,2,19,28,28,4,14.29,v1.8
603,2024-01-07,44,602,DC024,1,21,1,16,25,17,-4,23.53,v1.2
604,2024-01-07,44,670,DC012,1,27,2,21,32,27,0,0.0,v2.6
605,2024-01-07,44,404,DC014,1,19,1,15,22,22,3,13.64,v3.6
606,2024-01-07,44,49,DC004,1,18,1,14,21,14,-4,28.57,v3.3
607,2024-01-07,44,952,DC007,1,17,1,13,20,19,2,10.53,v1.2
608,2024-01-07,44,693,DC013,1,20,1,16,24,19,-1,5.26,v1.7
609,2024-01-07,44,783,DC020,1,15,1,12,18,17,2,11.76,v2.9
610,2024-01-07,44,459,DC023,1,28,2,22,33,25,-3,12.0,v1.9
611,2024-01-07,44,116,DC010,1,20,1,16,24,23,3,13.04,v2.9
612,2024-01-07,44,236,DC021,1,25,2,20,30,22,-3,13.64,v1.5
613,2024-01-07,44,124,DC005,1,22,1,17,26,23,1,4.35,v1.8
614,2024-01-07,44,82,DC016,1,24,2,19,28,25,1,4.0,v1.5
615,2024-01-07,44,342,DC010,1,24,2,19,28,20,-4,20.0,v1.4
616,2024-01-07,44,20,DC015,1,19,1,15,22,15,-4,26.67,v1.8
617,2024-01-07,44,624,DC004,1,27,2,21,32,29,2,6.9,v1.2
618,2024-01-07,44,986,DC010,1,26,2,20,31,29,3,10.34,v1.2
619,2024-01-07,44,262,DC009,1,22,1,17,26,24,2,8.33,v1.2
620,2024-01-07,44,807,DC002,1,18,1,14,21,17,-1,5.88,v3.7
621,2024-01-07,44,222,DC022,1,13,1,10,15,11,-2,18.18,v1.3
622,2024-01-07,44,122,DC006,1,22,1,17,26,19,-3,15.79,v1.4
623,2024-01-07,44,327,DC015,1,23,1,18,27,27,4,14.81,v3.4
624,2024-01-07,44,368,DC001,1,22,1,17,26,21,-1,4.76,v2.9
625,2024-01-07,44,775,DC011,1,19,1,15,22,18,-1,5.56,v2.4
626,2024-01-07,44,545,DC002,1,23,1,18,27,20,-3,15.0,v3.7
627,2024-01-07,44,970,DC003,1,15,1,12,18,13,-2,15.38,v1.9
628,2024-01-07,44,563,DC022,1,20,1,16,24,17,-3,17.65,v2.6
629,2024-01-07,44,840,DC013,1,26,2,20,31,24,-2,8.33,v2.2
630,2024-01-07,44,65,DC008,1,15,1,12,18,15,0,0.0,v2.7
631,2024-01-07,44,732,DC023,1,19,1,15,22,15,-4,26.67,v1.6
632,2024-01-07,44,787,DC008,1,16,1,12,19,17,1,5.88,v3.0
633,2024-01-07,44,499,DC023,1,11,1,8,13,9,-2,22.22,v3.0
634,2024-01-07,44,191,DC012,1,20,1,16,24,19,-1,5.26,v1.3
635,2024-01-07,44,471,DC013,1,16,1,12,19,14,-2,14.29,v2.9
636,2024-01-07,44,352,DC014,1,14,1,11,16,12,-2,16.67,v2.3
637,2024-01-07,44,52,DC019,1,26,2,20,31,27,1,3.7,v3.1
638,2024-01-07,44,326,DC019,1,22,1,17,26,21,-1,4.76,v3.6
639,2024-01-07,44,296,DC023,1,29,2,23,34,26,-3,11.54,v2.8
640,2024-01-07,44,525,DC017,1,18,1,14,21,17,-1,5.88,v1.9
641,2024-01-07,44,553,DC023,1,14,1,11,16,13,-1,7.69,v3.6
642,2024-01-07,44,723,DC024,1,18,1,14,21,20,2,10.0,v3.8
643,2024-01-07,44,530,DC023,1,18,1,14,21,15,-3,20.0,v1.0
644,2024-01-07,44,740,DC022,1,15,1,12,18,15,0,0.0,v1.4
645,2024-01-07,44,70,DC009,1,16,1,12,19,13,-3,23.08,v1.7
646,2024-01-07,44,919,DC020,1,13,1,10,15,10,-3,30.0,v3.0
647,2024-01-07,44,308,DC020,1,16,1,12,19,14,-2,14.29,v1.3
648,2024-01-07,44,377,DC025,1,23,1,18,27,19,-4,21.05,v2.6
649,2024-01-07,44,702,DC008,1,20,1,16,24,21,1,4.76,v3.8
650,2024-01-07,44,659,DC022,1,24,2,19,28,22,-2,9.09,v2.5
651,2024-01-07,36,867,DC003,1,18,1,14,21,16,-2,12.5,v3.9
652,2024-01-07,36,370,DC009,1,25,2,20,30,28,3,10.71,v3.9
653,2024-01-07,36,602,DC009,1,17,1,13,20,16,-1,6.25,v2.4
654,2024-01-07,36,670,DC023,1,22,1,17,26,25,3,12.0,v3.7
655,2024-01-07,36,404,DC006,1,23,1,18,27,26,3,11.54,v2.2
656,2024-01-07,36,49,DC012,1,20,1,16,24,20,0,0.0,v3.6
657,2024-01-07,36,952,DC019,1,20,1,16,24,21,1,4.76,v2.4
658,2024-01-07,36,693,DC018,1,19,1,15,22,20,1,5.0,v3.9
659,2024-01-07,36,783,DC010,1,15,1,12,18,13,-2,15.38,v3.1
660,2024-01-07,36,459,DC013,1,26,2,20,31,27,1,3.7,v2.4
661,2024-01-07,36,116,DC008,1,21,1,16,25,21,0,0.0,v1.0
662,2024-01-07,36,236,DC017,1,21,1,16,25,17,-4,23.53,v1.4
663,2024-01-07,36,124,DC022,1,23,1,18,27,23,0,0.0,v3.3
664,2024-01-07,36,82,DC019,1,17,1,13,20,15,-2,13.33,v3.1
665,2024-01-07,36,342,DC006,1,17,1,13,20,14,-3,21.43,v2.2
666,2024-01-07,36,20,DC016,1,24,2,19,28,28,4,14.29,v2.3
667,2024-01-07,36,624,DC014,1,17,1,13,20,15,-2,13.33,v2.0
668,2024-01-07,36,986,DC025,1,18,1,14,21,15,-3,20.0,v2.0
669,2024-01-07,36,262,DC002,1,22,1,17,26,26,4,15.38,v2.3
670,2024-01-07,36,807,DC017,1,19,1,15,22,22,3,13.64,v3.6
671,2024-01-07,36,222,DC011,1,21,1,16,25,20,-1,5.0,v2.3
672,2024-01-07,36,122,DC012,1,16,1,12,19,18,2,11.11,v2.5
673,2024-01-07,36,327,DC021,1,24,2,19,28,21,-3,14.29,v3.2
674,2024-01-07,36,368,DC008,1,23,1,18,27,21,-2,9.52,v2.6
675,2024-01-07,36,775,DC001,1,19,1,15,22,22,3,13.64,v1.7
676,2024-01-07,36,545,DC023,1,21,1,16,25,21,0,0.0,v3.0
677,2024-01-07,36,970,DC012,1,18,1,14,21,15,-3,20.0,v3.2
678,2024-01-07,36,563,DC021,1,26,2,20,31,30,4,13.33,v1.9
679,2024-01-07,36,840,DC003,1,16,1,12,19,16,0,0.0,v2.8
680,2024-01-07,36,65,DC004,1,19,1,15,22,17,-2,11.76,v3.6
681,2024-01-07,36,732,DC009,1,21,1,16,25,18,-3,16.67,v2.4
682,2024-01-07,36,787,DC013,1,14,1,11,16,14,0,0.0,v1.6
683,2024-01-07,36,499,DC016,1,16,1,12,19,16,0,0.0,v3.2
684,2024-01-07,36,191,DC020,1,13,1,10,15,15,2,13.33,v2.8
685,2024-01-07,36,471,DC012,1,17,1,13,20,17,0,0.0,v1.3
