ms_id,fiscal_week,week_start_date,brand_id,brand_name,business_unit,retailer_id,entity_type,dollar_share_pct,unit_share_pct,dollar_sales,category_size_dollars,yoy_share_chg
259,5,2024-01-29,B13,Capri Sun,Beverages,R04,KHC Brand,16.3,16.7,4.02,24.68,-0.07
260,5,2024-01-29,B18,Kool-Aid,Beverages,R04,KHC Brand,24.2,23.3,5.97,24.68,0.73
261,5,2024-01-29,,Mott's,Beverages,R04,Competitor,17.7,16.9,4.37,24.68,-0.88
262,5,2024-01-29,,Juicy Juice,Beverages,R04,Competitor,18.2,17.2,4.49,24.68,-0.54
263,5,2024-01-29,,Honest Kids,Beverages,R04,Competitor,13.9,12.9,3.43,24.68,-0.53
264,5,2024-01-29,,Private Label,Beverages,R04,Competitor,11.0,12.0,2.71,24.68,-0.54
265,5,2024-01-29,B13,Capri Sun,Beverages,R05,KHC Brand,20.5,20.7,3.74,18.22,0.38
266,5,2024-01-29,B18,Kool-Aid,Beverages,R05,KHC Brand,24.3,25.1,4.43,18.22,0.28
267,5,2024-01-29,,Mott's,Beverages,R05,Competitor,16.3,15.3,2.97,18.22,-0.9
268,5,2024-01-29,,Juicy Juice,Beverages,R05,Competitor,15.6,14.3,2.84,18.22,-0.15
269,5,2024-01-29,,Honest Kids,Beverages,R05,Competitor,12.2,12.3,2.22,18.22,0.17
270,5,2024-01-29,,Private Label,Beverages,R05,Competitor,14.0,13.0,2.55,18.22,-0.85
271,5,2024-01-29,B13,Capri Sun,Beverages,R06,KHC Brand,16.9,17.5,3.06,18.11,-0.35
272,5,2024-01-29,B18,Kool-Aid,Beverages,R06,KHC Brand,23.2,21.4,4.2,18.11,0.98
273,5,2024-01-29,,Mott's,Beverages,R06,Competitor,14.5,15.4,2.63,18.11,-0.5
274,5,2024-01-29,,Juicy Juice,Beverages,R06,Competitor,17.2,17.3,3.11,18.11,0.88
275,5,2024-01-29,,Honest Kids,Beverages,R06,Competitor,13.3,12.0,2.41,18.11,-1.2
276,5,2024-01-29,,Private Label,Beverages,R06,Competitor,16.0,14.8,2.9,18.11,-0.37
277,5,2024-01-29,B13,Capri Sun,Beverages,R07,KHC Brand,17.7,16.1,2.89,16.35,0.83
278,5,2024-01-29,B18,Kool-Aid,Beverages,R07,KHC Brand,23.6,25.0,3.86,16.35,1.53
279,5,2024-01-29,,Mott's,Beverages,R07,Competitor,14.8,14.0,2.42,16.35,-0.07
280,5,2024-01-29,,Juicy Juice,Beverages,R07,Competitor,19.2,18.6,3.14,16.35,0.05
281,5,2024-01-29,,Honest Kids,Beverages,R07,Competitor,13.3,12.7,2.17,16.35,-1.02
282,5,2024-01-29,,Private Label,Beverages,R07,Competitor,13.8,14.6,2.26,16.35,-0.01
283,5,2024-01-29,B13,Capri Sun,Beverages,R08,KHC Brand,19.9,19.0,2.08,10.47,-1.2
284,5,2024-01-29,B18,Kool-Aid,Beverages,R08,KHC Brand,24.0,23.5,2.51,10.47,1.02
285,5,2024-01-29,,Mott's,Beverages,R08,Competitor,14.5,15.7,1.52,10.47,0.88
286,5,2024-01-29,,Juicy Juice,Beverages,R08,Competitor,11.0,10.2,1.15,10.47,-0.38
287,5,2024-01-29,,Honest Kids,Beverages,R08,Competitor,14.3,13.8,1.5,10.47,0.24
288,5,2024-01-29,,Private Label,Beverages,R08,Competitor,12.3,11.3,1.29,10.47,0.13
289,5,2024-01-29,B13,Capri Sun,Beverages,R09,KHC Brand,19.2,18.6,1.76,9.15,-0.06
290,5,2024-01-29,B18,Kool-Aid,Beverages,R09,KHC Brand,24.7,23.0,2.26,9.15,0.25
291,5,2024-01-29,,Mott's,Beverages,R09,Competitor,12.7,11.6,1.16,9.15,-0.33
292,5,2024-01-29,,Juicy Juice,Beverages,R09,Competitor,11.5,10.9,1.05,9.15,-1.4
293,5,2024-01-29,,Honest Kids,Beverages,R09,Competitor,14.5,15.6,1.33,9.15,-1.72
294,5,2024-01-29,,Private Label,Beverages,R09,Competitor,13.5,14.4,1.23,9.15,0.13
295,5,2024-01-29,B13,Capri Sun,Beverages,R10,KHC Brand,18.5,16.7,1.23,6.64,1.75
296,5,2024-01-29,B18,Kool-Aid,Beverages,R10,KHC Brand,24.6,22.5,1.63,6.64,-0.21
297,5,2024-01-29,,Mott's,Beverages,R10,Competitor,15.4,14.5,1.02,6.64,-1.25
298,5,2024-01-29,,Juicy Juice,Beverages,R10,Competitor,16.2,17.5,1.08,6.64,-0.6
299,5,2024-01-29,,Honest Kids,Beverages,R10,Competitor,16.4,16.7,1.09,6.64,0.12
300,5,2024-01-29,,Private Label,Beverages,R10,Competitor,15.5,15.5,1.03,6.64,-0.64
301,6,2024-02-05,B13,Capri Sun,Beverages,R01,KHC Brand,16.8,15.6,10.44,62.13,-0.93
302,6,2024-02-05,B18,Kool-Aid,Beverages,R01,KHC Brand,21.4,20.8,13.3,62.13,-0.31
303,6,2024-02-05,,Mott's,Beverages,R01,Competitor,14.3,14.9,8.88,62.13,0.61
304,6,2024-02-05,,Juicy Juice,Beverages,R01,Competitor,13.4,13.5,8.33,62.13,1.56
305,6,2024-02-05,,Honest Kids,Beverages,R01,Competitor,13.4,13.4,8.33,62.13,-0.93
306,6,2024-02-05,,Private Label,Beverages,R01,Competitor,12.5,13.1,7.77,62.13,-0.19
307,6,2024-02-05,B13,Capri Sun,Beverages,R02,KHC Brand,18.0,19.3,8.47,47.07,-0.09
308,6,2024-02-05,B18,Kool-Aid,Beverages,R02,KHC Brand,24.6,25.4,11.58,47.07,0.79
309,6,2024-02-05,,Mott's,Beverages,R02,Competitor,12.0,12.5,5.65,47.07,-0.18
310,6,2024-02-05,,Juicy Juice,Beverages,R02,Competitor,16.1,15.5,7.58,47.07,-1.08
311,6,2024-02-05,,Honest Kids,Beverages,R02,Competitor,19.9,21.7,9.37,47.07,1.67
312,6,2024-02-05,,Private Label,Beverages,R02,Competitor,14.2,15.6,6.68,47.07,-1.09
313,6,2024-02-05,B13,Capri Sun,Beverages,R03,KHC Brand,17.0,17.0,4.65,27.33,0.19
314,6,2024-02-05,B18,Kool-Aid,Beverages,R03,KHC Brand,25.0,24.0,6.83,27.33,-1.47
315,6,2024-02-05,,Mott's,Beverages,R03,Competitor,12.6,11.8,3.44,27.33,-0.09
316,6,2024-02-05,,Juicy Juice,Beverages,R03,Competitor,11.7,11.0,3.2,27.33,-0.44
317,6,2024-02-05,,Honest Kids,Beverages,R03,Competitor,15.4,14.4,4.21,27.33,-0.33
318,6,2024-02-05,,Private Label,Beverages,R03,Competitor,13.0,13.9,3.55,27.33,-0.13
319,6,2024-02-05,B13,Capri Sun,Beverages,R04,KHC Brand,19.3,18.6,4.26,22.07,-0.74
320,6,2024-02-05,B18,Kool-Aid,Beverages,R04,KHC Brand,24.5,26.3,5.41,22.07,0.26
321,6,2024-02-05,,Mott's,Beverages,R04,Competitor,15.1,16.4,3.33,22.07,0.01
322,6,2024-02-05,,Juicy Juice,Beverages,R04,Competitor,14.3,14.4,3.16,22.07,-0.32
323,6,2024-02-05,,Honest Kids,Beverages,R04,Competitor,13.5,14.5,2.98,22.07,0.38
324,6,2024-02-05,,Private Label,Beverages,R04,Competitor,13.9,14.8,3.07,22.07,0.23
325,6,2024-02-05,B13,Capri Sun,Beverages,R05,KHC Brand,19.3,18.2,4.04,20.93,-0.75
326,6,2024-02-05,B18,Kool-Aid,Beverages,R05,KHC Brand,23.5,22.6,4.92,20.93,-0.04
327,6,2024-02-05,,Mott's,Beverages,R05,Competitor,14.5,15.6,3.03,20.93,0.14
328,6,2024-02-05,,Juicy Juice,Beverages,R05,Competitor,14.7,15.8,3.08,20.93,-0.17
329,6,2024-02-05,,Honest Kids,Beverages,R05,Competitor,13.4,13.3,2.8,20.93,0.65
330,6,2024-02-05,,Private Label,Beverages,R05,Competitor,15.0,14.0,3.14,20.93,-0.29
331,6,2024-02-05,B13,Capri Sun,Beverages,R06,KHC Brand,17.9,18.2,3.39,18.92,0.22
332,6,2024-02-05,B18,Kool-Aid,Beverages,R06,KHC Brand,24.0,25.6,4.54,18.92,-1.22
333,6,2024-02-05,,Mott's,Beverages,R06,Competitor,12.5,12.5,2.37,18.92,0.84
334,6,2024-02-05,,Juicy Juice,Beverages,R06,Competitor,15.3,14.1,2.9,18.92,-0.71
335,6,2024-02-05,,Honest Kids,Beverages,R06,Competitor,13.8,14.0,2.61,18.92,-0.89
336,6,2024-02-05,,Private Label,Beverages,R06,Competitor,13.5,12.5,2.55,18.92,0.62
337,6,2024-02-05,B13,Capri Sun,Beverages,R07,KHC Brand,18.2,17.9,2.74,15.06,0.67
338,6,2024-02-05,B18,Kool-Aid,Beverages,R07,KHC Brand,26.4,27.4,3.98,15.06,-0.32
339,6,2024-02-05,,Mott's,Beverages,R07,Competitor,11.3,11.6,1.7,15.06,0.15
340,6,2024-02-05,,Juicy Juice,Beverages,R07,Competitor,12.2,12.7,1.84,15.06,-0.2
341,6,2024-02-05,,Honest Kids,Beverages,R07,Competitor,14.2,15.4,2.14,15.06,1.29
342,6,2024-02-05,,Private Label,Beverages,R07,Competitor,14.5,14.9,2.18,15.06,-0.57
343,6,2024-02-05,B13,Capri Sun,Beverages,R08,KHC Brand,19.4,17.6,2.03,10.45,0.65
344,6,2024-02-05,B18,Kool-Aid,Beverages,R08,KHC Brand,25.8,26.7,2.7,10.45,-0.74
345,6,2024-02-05,,Mott's,Beverages,R08,Competitor,16.3,17.4,1.7,10.45,1.63
346,6,2024-02-05,,Juicy Juice,Beverages,R08,Competitor,16.2,14.9,1.69,10.45,0.96
347,6,2024-02-05,,Honest Kids,Beverages,R08,Competitor,12.8,13.0,1.34,10.45,1.15
348,6,2024-02-05,,Private Label,Beverages,R08,Competitor,12.7,11.5,1.33,10.45,-0.23
349,6,2024-02-05,B13,Capri Sun,Beverages,R09,KHC Brand,17.8,18.7,1.79,10.06,-0.46
350,6,2024-02-05,B18,Kool-Aid,Beverages,R09,KHC Brand,24.0,25.1,2.41,10.06,-0.92
351,6,2024-02-05,,Mott's,Beverages,R09,Competitor,13.2,13.0,1.33,10.06,-0.98
352,6,2024-02-05,,Juicy Juice,Beverages,R09,Competitor,17.6,18.8,1.77,10.06,1.1
353,6,2024-02-05,,Honest Kids,Beverages,R09,Competitor,19.6,18.9,1.97,10.06,-0.25
354,6,2024-02-05,,Private Label,Beverages,R09,Competitor,14.6,13.8,1.47,10.06,0.42
355,6,2024-02-05,B13,Capri Sun,Beverages,R10,KHC Brand,16.6,15.5,1.08,6.48,-0.78
356,6,2024-02-05,B18,Kool-Aid,Beverages,R10,KHC Brand,21.6,20.3,1.4,6.48,0.67
357,6,2024-02-05,,Mott's,Beverages,R10,Competitor,13.7,14.0,0.89,6.48,0.6
358,6,2024-02-05,,Juicy Juice,Beverages,R10,Competitor,14.5,14.9,0.94,6.48,-0.2
359,6,2024-02-05,,Honest Kids,Beverages,R10,Competitor,15.1,15.6,0.98,6.48,-0.05
360,6,2024-02-05,,Private Label,Beverages,R10,Competitor,14.5,13.8,0.94,6.48,0.63
361,7,2024-02-12,B13,Capri Sun,Beverages,R01,KHC Brand,18.2,18.8,11.93,65.56,0.29
362,7,2024-02-12,B18,Kool-Aid,Beverages,R01,KHC Brand,24.2,25.1,15.86,65.56,-0.81
363,7,2024-02-12,,Mott's,Beverages,R01,Competitor,17.1,17.9,11.21,65.56,-0.72
364,7,2024-02-12,,Juicy Juice,Beverages,R01,Competitor,16.0,16.3,10.49,65.56,0.38
365,7,2024-02-12,,Honest Kids,Beverages,R01,Competitor,11.4,10.9,7.47,65.56,-0.34
366,7,2024-02-12,,Private Label,Beverages,R01,Competitor,15.6,16.0,10.23,65.56,-0.43
367,7,2024-02-12,B13,Capri Sun,Beverages,R02,KHC Brand,18.3,19.5,8.19,44.74,0.17
368,7,2024-02-12,B18,Kool-Aid,Beverages,R02,KHC Brand,23.4,23.3,10.47,44.74,0.29
369,7,2024-02-12,,Mott's,Beverages,R02,Competitor,14.7,14.8,6.58,44.74,-0.36
370,7,2024-02-12,,Juicy Juice,Beverages,R02,Competitor,12.6,13.4,5.64,44.74,0.12
371,7,2024-02-12,,Honest Kids,Beverages,R02,Competitor,9.8,9.9,4.38,44.74,0.01
372,7,2024-02-12,,Private Label,Beverages,R02,Competitor,14.6,13.3,6.53,44.74,-0.85
373,7,2024-02-12,B13,Capri Sun,Beverages,R03,KHC Brand,16.4,17.7,4.23,25.78,0.33
374,7,2024-02-12,B18,Kool-Aid,Beverages,R03,KHC Brand,23.6,25.6,6.08,25.78,0.11
375,7,2024-02-12,,Mott's,Beverages,R03,Competitor,11.3,12.1,2.91,25.78,0.18
376,7,2024-02-12,,Juicy Juice,Beverages,R03,Competitor,16.9,16.4,4.36,25.78,-0.32
377,7,2024-02-12,,Honest Kids,Beverages,R03,Competitor,13.2,12.9,3.4,25.78,0.15
378,7,2024-02-12,,Private Label,Beverages,R03,Competitor,14.4,14.2,3.71,25.78,0.49
379,7,2024-02-12,B13,Capri Sun,Beverages,R04,KHC Brand,18.5,18.9,4.04,21.84,-1.71
380,7,2024-02-12,B18,Kool-Aid,Beverages,R04,KHC Brand,20.5,21.5,4.48,21.84,-0.57
381,7,2024-02-12,,Mott's,Beverages,R04,Competitor,16.2,15.9,3.54,21.84,-0.59
382,7,2024-02-12,,Juicy Juice,Beverages,R04,Competitor,16.2,17.5,3.54,21.84,-0.73
383,7,2024-02-12,,Honest Kids,Beverages,R04,Competitor,19.4,21.0,4.24,21.84,-0.35
384,7,2024-02-12,,Private Label,Beverages,R04,Competitor,15.8,15.4,3.45,21.84,-0.97
385,7,2024-02-12,B13,Capri Sun,Beverages,R05,KHC Brand,17.9,16.9,3.26,18.2,0.4
386,7,2024-02-12,B18,Kool-Aid,Beverages,R05,KHC Brand,23.9,26.1,4.35,18.2,-2.23
387,7,2024-02-12,,Mott's,Beverages,R05,Competitor,15.5,16.6,2.82,18.2,0.29
388,7,2024-02-12,,Juicy Juice,Beverages,R05,Competitor,16.0,16.0,2.91,18.2,0.68
389,7,2024-02-12,,Honest Kids,Beverages,R05,Competitor,14.9,13.6,2.71,18.2,1.72
390,7,2024-02-12,,Private Label,Beverages,R05,Competitor,15.0,15.0,2.73,18.2,-2.04
391,7,2024-02-12,B13,Capri Sun,Beverages,R06,KHC Brand,18.8,18.7,2.96,15.75,0.9
392,7,2024-02-12,B18,Kool-Aid,Beverages,R06,KHC Brand,21.9,20.0,3.45,15.75,-0.22
393,7,2024-02-12,,Mott's,Beverages,R06,Competitor,17.3,17.3,2.72,15.75,-0.65
394,7,2024-02-12,,Juicy Juice,Beverages,R06,Competitor,14.3,15.0,2.25,15.75,0.42
395,7,2024-02-12,,Honest Kids,Beverages,R06,Competitor,12.3,11.6,1.94,15.75,-0.21
396,7,2024-02-12,,Private Label,Beverages,R06,Competitor,12.9,13.4,2.03,15.75,-0.41
397,7,2024-02-12,B13,Capri Sun,Beverages,R07,KHC Brand,18.9,18.5,2.98,15.77,0.85
398,7,2024-02-12,B18,Kool-Aid,Beverages,R07,KHC Brand,24.5,24.8,3.86,15.77,-0.45
399,7,2024-02-12,,Mott's,Beverages,R07,Competitor,16.5,15.1,2.6,15.77,0.29
400,7,2024-02-12,,Juicy Juice,Beverages,R07,Competitor,10.3,9.7,1.62,15.77,0.47
401,7,2024-02-12,,Honest Kids,Beverages,R07,Competitor,14.3,14.4,2.26,15.77,-0.23
402,7,2024-02-12,,Private Label,Beverages,R07,Competitor,16.5,18.1,2.6,15.77,-0.36
403,7,2024-02-12,B13,Capri Sun,Beverages,R08,KHC Brand,19.8,18.6,2.05,10.35,1.02
404,7,2024-02-12,B18,Kool-Aid,Beverages,R08,KHC Brand,24.1,23.6,2.49,10.35,0.36
405,7,2024-02-12,,Mott's,Beverages,R08,Competitor,15.4,15.7,1.59,10.35,0.17
406,7,2024-02-12,,Juicy Juice,Beverages,R08,Competitor,15.8,15.5,1.63,10.35,-1.04
407,7,2024-02-12,,Honest Kids,Beverages,R08,Competitor,12.7,13.4,1.31,10.35,-1.21
408,7,2024-02-12,,Private Label,Beverages,R08,Competitor,17.4,18.4,1.8,10.35,-1.54
409,7,2024-02-12,B13,Capri Sun,Beverages,R09,KHC Brand,20.5,21.2,2.1,10.24,0.38
410,7,2024-02-12,B18,Kool-Aid,Beverages,R09,KHC Brand,22.7,24.0,2.32,10.24,-1.02
411,7,2024-02-12,,Mott's,Beverages,R09,Competitor,14.1,13.0,1.44,10.24,-0.38
412,7,2024-02-12,,Juicy Juice,Beverages,R09,Competitor,15.0,16.3,1.54,10.24,-1.96
413,7,2024-02-12,,Honest Kids,Beverages,R09,Competitor,13.8,13.5,1.41,10.24,-0.9
414,7,2024-02-12,,Private Label,Beverages,R09,Competitor,16.8,15.3,1.72,10.24,0.13
415,7,2024-02-12,B13,Capri Sun,Beverages,R10,KHC Brand,17.7,18.4,1.23,6.97,1.14
416,7,2024-02-12,B18,Kool-Aid,Beverages,R10,KHC Brand,23.3,22.0,1.63,6.97,-0.08
417,7,2024-02-12,,Mott's,Beverages,R10,Competitor,15.3,16.7,1.07,6.97,0.53
418,7,2024-02-12,,Juicy Juice,Beverages,R10,Competitor,14.8,14.2,1.03,6.97,0.94
419,7,2024-02-12,,Honest Kids,Beverages,R10,Competitor,13.9,13.1,0.97,6.97,-0.98
420,7,2024-02-12,,Private Label,Beverages,R10,Competitor,17.9,17.7,1.25,6.97,-0.45
421,8,2024-02-19,B13,Capri Sun,Beverages,R01,KHC Brand,19.4,17.6,14.03,72.31,0.61
422,8,2024-02-19,B18,Kool-Aid,Beverages,R01,KHC Brand,27.1,28.1,19.6,72.31,-0.24
423,8,2024-02-19,,Mott's,Beverages,R01,Competitor,14.4,15.0,10.41,72.31,-0.83
424,8,2024-02-19,,Juicy Juice,Beverages,R01,Competitor,12.4,11.8,8.97,72.31,-0.81
425,8,2024-02-19,,Honest Kids,Beverages,R01,Competitor,15.1,16.0,10.92,72.31,0.54
426,8,2024-02-19,,Private Label,Beverages,R01,Competitor,14.1,15.0,10.2,72.31,-0.82
427,8,2024-02-19,B13,Capri Sun,Beverages,R02,KHC Brand,17.5,17.8,6.9,39.4,-0.56
428,8,2024-02-19,B18,Kool-Aid,Beverages,R02,KHC Brand,24.5,26.3,9.65,39.4,-1.26
429,8,2024-02-19,,Mott's,Beverages,R02,Competitor,13.7,14.1,5.4,39.4,-1.27
430,8,2024-02-19,,Juicy Juice,Beverages,R02,Competitor,15.5,16.1,6.11,39.4,-0.99
431,8,2024-02-19,,Honest Kids,Beverages,R02,Competitor,18.4,18.5,7.25,39.4,0.64
432,8,2024-02-19,,Private Label,Beverages,R02,Competitor,14.3,13.1,5.63,39.4,0.13
433,8,2024-02-19,B13,Capri Sun,Beverages,R03,KHC Brand,19.2,21.0,5.34,27.79,-0.77
434,8,2024-02-19,B18,Kool-Aid,Beverages,R03,KHC Brand,25.9,27.8,7.2,27.79,-0.08
435,8,2024-02-19,,Mott's,Beverages,R03,Competitor,12.2,11.6,3.39,27.79,0.23
436,8,2024-02-19,,Juicy Juice,Beverages,R03,Competitor,11.5,11.7,3.2,27.79,0.32
437,8,2024-02-19,,Honest Kids,Beverages,R03,Competitor,14.4,13.4,4.0,27.79,-0.72
438,8,2024-02-19,,Private Label,Beverages,R03,Competitor,15.6,14.4,4.34,27.79,0.36
439,8,2024-02-19,B13,Capri Sun,Beverages,R04,KHC Brand,18.0,16.9,4.02,22.31,0.43
440,8,2024-02-19,B18,Kool-Aid,Beverages,R04,KHC Brand,22.0,20.1,4.91,22.31,0.39
441,8,2024-02-19,,Mott's,Beverages,R04,Competitor,12.1,11.2,2.7,22.31,-0.1
442,8,2024-02-19,,Juicy Juice,Beverages,R04,Competitor,16.4,17.3,3.66,22.31,0.07
443,8,2024-02-19,,Honest Kids,Beverages,R04,Competitor,18.1,18.8,4.04,22.31,-0.83
444,8,2024-02-19,,Private Label,Beverages,R04,Competitor,15.8,15.4,3.53,22.31,-1.91
445,8,2024-02-19,B13,Capri Sun,Beverages,R05,KHC Brand,17.7,16.8,3.67,20.75,-0.24
446,8,2024-02-19,B18,Kool-Aid,Beverages,R05,KHC Brand,26.4,26.4,5.48,20.75,-0.02
447,8,2024-02-19,,Mott's,Beverages,R05,Competitor,15.8,17.2,3.28,20.75,-0.92
448,8,2024-02-19,,Juicy Juice,Beverages,R05,Competitor,13.3,12.1,2.76,20.75,-0.87
449,8,2024-02-19,,Honest Kids,Beverages,R05,Competitor,12.0,12.7,2.49,20.75,-0.94
450,8,2024-02-19,,Private Label,Beverages,R05,Competitor,12.7,11.4,2.63,20.75,1.43
451,8,2024-02-19,B13,Capri Sun,Beverages,R06,KHC Brand,18.4,17.8,3.3,17.96,-1.08
452,8,2024-02-19,B18,Kool-Aid,Beverages,R06,KHC Brand,23.2,25.1,4.17,17.96,0.81
453,8,2024-02-19,,Mott's,Beverages,R06,Competitor,13.2,12.2,2.37,17.96,0.99
454,8,2024-02-19,,Juicy Juice,Beverages,R06,Competitor,16.7,15.8,3.0,17.96,-0.36
455,8,2024-02-19,,Honest Kids,Beverages,R06,Competitor,13.3,13.7,2.39,17.96,-0.96
456,8,2024-02-19,,Private Label,Beverages,R06,Competitor,15.0,15.6,2.69,17.96,0.13
457,8,2024-02-19,B13,Capri Sun,Beverages,R07,KHC Brand,20.5,21.2,3.17,15.48,0.29
458,8,2024-02-19,B18,Kool-Aid,Beverages,R07,KHC Brand,23.5,24.3,3.64,15.48,1.1
459,8,2024-02-19,,Mott's,Beverages,R07,Competitor,15.6,16.3,2.41,15.48,-0.75
460,8,2024-02-19,,Juicy Juice,Beverages,R07,Competitor,13.8,12.6,2.14,15.48,0.33
461,8,2024-02-19,,Honest Kids,Beverages,R07,Competitor,14.6,13.6,2.26,15.48,-1.01
462,8,2024-02-19,,Private Label,Beverages,R07,Competitor,14.4,15.7,2.23,15.48,-0.74
463,8,2024-02-19,B13,Capri Sun,Beverages,R08,KHC Brand,18.6,19.6,2.05,11.01,-1.04
464,8,2024-02-19,B18,Kool-Aid,Beverages,R08,KHC Brand,22.7,20.8,2.5,11.01,1.68
465,8,2024-02-19,,Mott's,Beverages,R08,Competitor,13.8,13.2,1.52,11.01,0.69
466,8,2024-02-19,,Juicy Juice,Beverages,R08,Competitor,14.4,15.4,1.58,11.01,-1.16
467,8,2024-02-19,,Honest Kids,Beverages,R08,Competitor,12.5,12.1,1.38,11.01,-0.83
468,8,2024-02-19,,Private Label,Beverages,R08,Competitor,19.0,18.7,2.09,11.01,-0.38
469,8,2024-02-19,B13,Capri Sun,Beverages,R09,KHC Brand,18.8,18.2,1.64,8.73,0.55
470,8,2024-02-19,B18,Kool-Aid,Beverages,R09,KHC Brand,24.8,26.3,2.16,8.73,0.69
471,8,2024-02-19,,Mott's,Beverages,R09,Competitor,13.0,14.3,1.13,8.73,-1.15
472,8,2024-02-19,,Juicy Juice,Beverages,R09,Competitor,12.2,13.1,1.06,8.73,-1.43
473,8,2024-02-19,,Honest Kids,Beverages,R09,Competitor,13.1,13.4,1.14,8.73,-3.18
474,8,2024-02-19,,Private Label,Beverages,R09,Competitor,15.5,16.7,1.35,8.73,0.26
475,8,2024-02-19,B13,Capri Sun,Beverages,R10,KHC Brand,17.0,16.5,1.15,6.74,-1.1
476,8,2024-02-19,B18,Kool-Aid,Beverages,R10,KHC Brand,26.3,25.7,1.77,6.74,0.77
477,8,2024-02-19,,Mott's,Beverages,R10,Competitor,13.7,14.2,0.92,6.74,-0.74
478,8,2024-02-19,,Juicy Juice,Beverages,R10,Competitor,14.3,13.4,0.96,6.74,-1.35
479,8,2024-02-19,,Honest Kids,Beverages,R10,Competitor,14.8,13.4,1.0,6.74,-1.16
480,8,2024-02-19,,Private Label,Beverages,R10,Competitor,9.4,9.8,0.63,6.74,-0.85
481,9,2024-02-26,B13,Capri Sun,Beverages,R01,KHC Brand,17.0,17.6,11.18,65.79,1.45
482,9,2024-02-26,B18,Kool-Aid,Beverages,R01,KHC Brand,26.5,25.9,17.43,65.79,-0.89
483,9,2024-02-26,,Mott's,Beverages,R01,Competitor,13.9,12.8,9.15,65.79,-0.73
484,9,2024-02-26,,Juicy Juice,Beverages,R01,Competitor,17.8,18.3,11.71,65.79,-1.66
485,9,2024-02-26,,Honest Kids,Beverages,R01,Competitor,15.1,16.0,9.93,65.79,0.82
486,9,2024-02-26,,Private Label,Beverages,R01,Competitor,13.0,11.9,8.55,65.79,-0.18
487,9,2024-02-26,B13,Capri Sun,Beverages,R02,KHC Brand,20.1,21.8,9.13,45.44,-0.89
488,9,2024-02-26,B18,Kool-Aid,Beverages,R02,KHC Brand,25.0,26.6,11.36,45.44,-1.24
489,9,2024-02-26,,Mott's,Beverages,R02,Competitor,10.5,9.9,4.77,45.44,0.48
490,9,2024-02-26,,Juicy Juice,Beverages,R02,Competitor,11.8,10.7,5.36,45.44,-0.06
491,9,2024-02-26,,Honest Kids,Beverages,R02,Competitor,11.4,12.3,5.18,45.44,0.02
492,9,2024-02-26,,Private Label,Beverages,R02,Competitor,10.4,10.5,4.73,45.44,0.84
493,9,2024-02-26,B13,Capri Sun,Beverages,R03,KHC Brand,19.7,19.7,5.63,28.59,-0.48
494,9,2024-02-26,B18,Kool-Aid,Beverages,R03,KHC Brand,21.2,22.2,6.06,28.59,-0.16
495,9,2024-02-26,,Mott's,Beverages,R03,Competitor,14.1,14.3,4.03,28.59,-0.64
496,9,2024-02-26,,Juicy Juice,Beverages,R03,Competitor,16.9,18.2,4.83,28.59,0.77
497,9,2024-02-26,,Honest Kids,Beverages,R03,Competitor,15.6,16.4,4.46,28.59,0.99
498,9,2024-02-26,,Private Label,Beverages,R03,Competitor,9.2,9.2,2.63,28.59,-0.44
499,9,2024-02-26,B13,Capri Sun,Beverages,R04,KHC Brand,18.0,17.0,3.88,21.58,0.67
500,9,2024-02-26,B18,Kool-Aid,Beverages,R04,KHC Brand,23.5,21.8,5.07,21.58,0.44
501,9,2024-02-26,,Mott's,Beverages,R04,Competitor,13.7,14.1,2.96,21.58,-0.74
502,9,2024-02-26,,Juicy Juice,Beverages,R04,Competitor,16.2,17.6,3.5,21.58,-0.2
503,9,2024-02-26,,Honest Kids,Beverages,R04,Competitor,15.2,15.8,3.28,21.58,-1.19
504,9,2024-02-26,,Private Label,Beverages,R04,Competitor,16.0,16.1,3.45,21.58,-1.06
505,9,2024-02-26,B13,Capri Sun,Beverages,R05,KHC Brand,21.1,22.6,4.23,20.05,-0.21
506,9,2024-02-26,B18,Kool-Aid,Beverages,R05,KHC Brand,23.4,23.0,4.69,20.05,0.71
507,9,2024-02-26,,Mott's,Beverages,R05,Competitor,13.8,14.7,2.77,20.05,0.37
508,9,2024-02-26,,Juicy Juice,Beverages,R05,Competitor,13.3,12.2,2.67,20.05,0.37
509,9,2024-02-26,,Honest Kids,Beverages,R05,Competitor,13.7,13.0,2.75,20.05,0.49
510,9,2024-02-26,,Private Label,Beverages,R05,Competitor,16.2,17.7,3.25,20.05,-1.47
511,9,2024-02-26,B13,Capri Sun,Beverages,R06,KHC Brand,19.0,17.9,3.33,17.53,1.46
512,9,2024-02-26,B18,Kool-Aid,Beverages,R06,KHC Brand,24.9,23.5,4.36,17.53,1.95
513,9,2024-02-26,,Mott's,Beverages,R06,Competitor,12.2,13.3,2.14,17.53,0.01
514,9,2024-02-26,,Juicy Juice,Beverages,R06,Competitor,15.0,16.1,2.63,17.53,-0.62
515,9,2024-02-26,,Honest Kids,Beverages,R06,Competitor,11.6,11.4,2.03,17.53,1.54
516,9,2024-02-26,,Private Label,Beverages,R06,Competitor,16.3,17.1,2.86,17.53,0.25
517,9,2024-02-26,B13,Capri Sun,Beverages,R07,KHC Brand,18.6,20.0,2.59,13.9,0.11
